Middle layer Super Output Areas Code,Middle layer Super Output Areas,Asian_Asian_British_or_Asian_Welsh,Black_Black_British_Black_Welsh_Caribbean_or_African,Mixed_or_Multiple_ethnic_groups,White_English_Welsh_Scottish_Northern_Irish_or_British,White_Irish,White_Gypsy_or_Irish_Traveller_Roma_or_Other_White,Other_ethnic_group,Total
E02005105,Folkestone and Hythe 004,283,69,215,6473,39,456,122,7657
E02005106,Folkestone and Hythe 005,1394,42,183,7918,43,195,233,10008
E02005107,Folkestone and Hythe 006,940,87,332,10913,85,575,167,13099
E02005109,Folkestone and Hythe 008,66,15,106,6166,96,221,23,6693
E02005110,Folkestone and Hythe 009,92,28,70,6734,43,121,20,7108
E02005111,Folkestone and Hythe 010,117,46,106,6603,53,229,29,7183
E02005112,Folkestone and Hythe 011,49,9,91,6749,56,86,16,7056
E02005113,Folkestone and Hythe 012,72,26,61,6894,39,151,12,7255
E02005114,Folkestone and Hythe 013,31,4,62,6090,31,111,11,6340
E02005115,Swale 001,96,80,191,5811,29,447,53,6707
E02005116,Swale 002,124,30,85,5951,22,289,43,6544
E02005117,Swale 003,87,66,56,6194,34,120,28,6585
E02005118,Swale 004,175,210,140,9971,46,261,52,10855
E02005119,Swale 005,42,82,77,6165,36,145,25,6572
E02005120,Swale 006,132,308,267,8271,94,516,45,9633
E02005121,Swale 007,220,739,282,11852,63,805,77,14038
E02005122,Swale 008,138,124,142,7112,38,239,18,7811
E02005123,Swale 009,268,597,263,10856,59,639,74,12756
E02005124,Swale 010,273,192,178,7122,68,894,92,8819
E02005125,Swale 011,87,367,179,7114,34,713,53,8547
E02005126,Swale 012,165,157,161,7278,55,306,41,8163
E02005127,Swale 013,151,174,140,8145,67,191,20,8888
E02005128,Swale 014,99,65,120,8282,58,295,54,8973
E02005129,Swale 015,117,90,238,10350,65,536,69,11465
E02005130,Swale 016,82,191,148,8552,50,471,27,9521
E02005131,Swale 017,55,17,73,5359,38,228,27,5797
E02005132,Thanet 001,377,338,432,7293,88,1649,454,10631
E02005133,Thanet 002,208,95,193,7678,104,277,81,8636
E02005134,Thanet 003,335,170,291,6352,69,639,135,7991
E02005135,Thanet 004,247,138,230,6630,56,460,122,7883
E02005136,Thanet 005,134,42,173,7384,74,197,42,8046
E02005137,Thanet 006,163,69,165,6868,30,315,109,7719
E02005138,Thanet 007,122,52,206,8274,83,248,61,9046
E02005139,Thanet 008,118,35,119,8258,78,193,61,8862
E02005140,Thanet 009,119,36,137,6930,77,204,54,7557
E02005141,Thanet 010,164,71,201,6135,90,320,84,7065
E02005142,Thanet 011,268,21,114,6591,48,171,84,7297
E02005143,Thanet 012,145,53,159,7406,46,317,81,8207
E02005144,Thanet 013,172,79,190,8039,33,328,83,8924
E02005145,Thanet 014,111,30,124,7527,26,176,59,8053
E02005146,Thanet 015,230,87,226,7074,57,390,74,8138
E02005147,Thanet 016,212,122,308,7148,126,717,73,8706
E02005148,Thanet 017,133,37,151,7208,58,178,49,7814
E02005149,Tonbridge and Malling 001,288,196,270,10916,64,322,47,12103
E02005150,Tonbridge and Malling 002,193,165,237,10656,55,464,56,11826
E02005151,Tonbridge and Malling 003,189,95,206,11780,75,319,52,12716
E02005153,Tonbridge and Malling 005,181,110,172,8504,54,366,55,9442
E02005154,Tonbridge and Malling 006,292,87,274,10403,103,525,68,11752
E02005155,Tonbridge and Malling 007,453,210,325,10775,75,635,86,12559
E02005156,Tonbridge and Malling 008,108,34,116,6708,49,176,22,7213
E02005157,Tonbridge and Malling 009,248,52,140,5972,48,248,22,6730
E02005158,Tonbridge and Malling 010,178,48,137,5874,46,294,37,6614
E02005159,Tonbridge and Malling 011,158,38,165,6993,37,283,55,7729
E02005160,Tonbridge and Malling 012,803,118,387,9937,120,1006,137,12508
E02005161,Tonbridge and Malling 013,554,70,223,7102,34,526,93,8602
E02005162,Tunbridge Wells 001,166,62,200,9604,43,393,44,10512
E02005163,Tunbridge Wells 002,283,81,256,6945,59,392,65,8081
E02005164,Tunbridge Wells 003,757,141,270,7048,53,527,129,8925
E02005165,Tunbridge Wells 004,249,44,121,6704,35,324,37,7514
E02005166,Tunbridge Wells 005,476,109,172,5371,23,671,90,6912
E02005167,Tunbridge Wells 006,170,41,193,6869,70,299,19,7661
E02005168,Tunbridge Wells 007,346,73,266,6155,97,576,59,7572
E02005169,Tunbridge Wells 008,895,188,323,5982,104,1367,236,9095
E02005170,Tunbridge Wells 009,382,105,325,7966,90,843,132,9843
E02005171,Tunbridge Wells 010,255,122,162,5014,39,518,90,6200
E02005172,Tunbridge Wells 011,68,27,122,7598,59,362,28,8264
E02005173,Tunbridge Wells 012,300,49,267,6959,113,647,94,8429
E02005174,Tunbridge Wells 013,107,49,146,6816,68,349,41,7576
E02005175,Tunbridge Wells 014,112,41,122,8015,59,333,37,8719
E02005503,Breckland 001,64,40,62,7113,37,150,18,7484
E02005504,Breckland 002,44,15,81,8857,51,179,16,9243
E02005505,Breckland 003,110,32,94,7100,43,264,10,7653
E02005506,Breckland 004,29,27,59,6657,18,211,12,7013
E02005507,Breckland 005,109,57,166,10636,64,520,52,11604
E02005508,Breckland 006,30,6,62,7001,15,120,15,7249
E02005509,Breckland 007,111,28,96,7835,48,391,59,8568
E02005510,Breckland 008,28,14,54,7006,14,179,31,7326
E02005511,Breckland 009,78,45,103,7477,60,1155,49,8967
E02005512,Breckland 010,114,177,181,8948,63,583,40,10106
E02005513,Breckland 011,154,65,158,9490,46,619,59,10591
E02005514,Breckland 012,27,39,97,6337,36,316,29,6881
E02005515,Breckland 013,70,15,91,6093,19,164,15,6467
E02005516,Breckland 014,31,24,48,6684,26,234,17,7064
E02005517,Breckland 015,64,73,180,4022,31,1474,88,5932
E02005518,Breckland 016,164,79,245,7990,36,2011,167,10692
E02005519,Breckland 017,109,82,275,6269,50,1716,132,8633
E02005520,Broadland 001,49,23,91,8579,43,131,22,8938
E02005521,Broadland 002,44,15,97,8311,34,134,17,8652
E02005522,Broadland 003,25,10,68,5285,14,78,15,5495
E02005523,Broadland 004,61,48,121,8194,24,145,15,8608
E02005524,Broadland 005,38,15,31,5136,17,84,10,5331
E02005525,Broadland 006,174,75,147,9090,36,278,36,9836
E02005526,Broadland 007,70,45,68,4993,23,159,32,5390
E02005527,Broadland 008,106,31,133,8639,34,171,46,9160
E02005528,Broadland 009,140,61,142,7848,34,240,34,8499
E02005529,Broadland 010,138,18,63,5287,23,137,16,5682
E02005530,Broadland 011,133,58,99,4809,23,286,34,5442
E02005531,Broadland 012,104,19,81,4949,8,166,17,5344
E02005532,Broadland 013,208,102,181,8682,44,271,41,9529
E02005533,Broadland 014,94,23,123,8581,39,162,29,9051
E02005534,Broadland 015,70,42,100,6908,28,170,47,7365
E02005535,Broadland 016,240,61,154,6355,31,267,50,7158
E02005536,Broadland 017,93,24,80,5837,16,140,22,6212
E02005537,Broadland 018,44,12,61,5781,39,71,13,6021
E02005538,Great Yarmouth 001,54,18,70,9311,53,146,32,9684
E02005539,Great Yarmouth 002,40,16,92,7730,26,94,17,8015
E02005540,Great Yarmouth 003,75,23,75,8414,50,136,29,8802
E02005541,Great Yarmouth 004,102,74,107,5172,24,370,51,5900
E02005542,Great Yarmouth 005,192,209,219,5246,26,1168,149,7209
E02005543,Great Yarmouth 006,263,407,357,6379,39,1642,255,9342
E02005544,Great Yarmouth 007,98,126,144,5882,25,810,70,7155
E02005545,Great Yarmouth 008,63,19,49,6212,14,106,14,6477
E02005546,Great Yarmouth 009,164,50,100,7355,17,218,21,7925
E02005547,Great Yarmouth 010,359,64,137,7615,19,268,44,8506
E02005548,Great Yarmouth 011,378,52,101,6599,16,223,49,7418
E02005549,Great Yarmouth 012,25,10,51,5405,17,61,20,5589
E02005550,Great Yarmouth 013,125,36,72,7343,26,103,21,7726
E02005551,King's Lynn and West Norfolk 001,40,10,57,4937,27,133,24,5228
E02005552,King's Lynn and West Norfolk 002,34,6,54,6247,39,136,26,6542
E02005553,King's Lynn and West Norfolk 003,35,22,58,8433,53,111,8,8720
E02005554,King's Lynn and West Norfolk 004,37,9,39,6819,39,99,5,7047
E02005555,King's Lynn and West Norfolk 005,234,30,92,6225,32,182,40,6835
E02005556,King's Lynn and West Norfolk 006,146,43,107,7112,22,307,31,7768
E02005557,King's Lynn and West Norfolk 007,149,110,149,4749,20,1626,76,6879
E02005558,King's Lynn and West Norfolk 008,33,14,40,6980,26,243,20,7356
E02005559,King's Lynn and West Norfolk 009,208,40,134,5898,29,960,89,7358
E02005560,King's Lynn and West Norfolk 010,1102,192,162,6272,27,1165,169,9089
E02005561,King's Lynn and West Norfolk 011,264,68,215,8089,42,2035,173,10886
E02005562,King's Lynn and West Norfolk 012,40,19,85,7091,28,162,34,7459
E02005563,King's Lynn and West Norfolk 013,76,23,69,7564,24,278,23,8057
E02005564,King's Lynn and West Norfolk 014,136,26,100,9042,42,284,17,9647
E02005565,King's Lynn and West Norfolk 015,49,12,83,6990,28,181,8,7351
E02005566,King's Lynn and West Norfolk 016,68,33,73,9770,40,399,31,10414
E02005567,King's Lynn and West Norfolk 017,128,73,177,10177,51,641,102,11349
E02005568,King's Lynn and West Norfolk 018,28,31,95,7146,40,238,14,7592
E02005569,King's Lynn and West Norfolk 019,71,79,230,7423,49,762,124,8738
E02005570,North Norfolk 001,53,9,55,6787,32,140,11,7087
E02005571,North Norfolk 002,36,0,60,5548,27,146,17,5834
E02005572,North Norfolk 003,64,22,79,7070,39,249,23,7546
E02005573,North Norfolk 004,39,14,54,5438,30,166,9,5750
E02005574,North Norfolk 005,23,4,69,6687,28,128,15,6954
E02005575,North Norfolk 006,23,11,74,6751,25,90,9,6983
E02005576,North Norfolk 007,31,12,51,6436,17,101,15,6663
E02005577,North Norfolk 008,20,12,65,5695,43,128,13,5976
E02005578,North Norfolk 009,27,10,65,5666,23,116,11,5918
E02005580,North Norfolk 011,63,14,58,7520,28,298,35,8016
E02005581,North Norfolk 012,41,41,61,7492,28,168,16,7847
E02005582,North Norfolk 013,26,13,61,6563,15,104,17,6799
E02005583,North Norfolk 014,54,5,68,8293,38,118,27,8603
E02005584,Norwich 001,446,262,281,8745,43,1224,174,11175
E02005585,Norwich 002,301,306,329,8729,48,1326,163,11202
E02005586,Norwich 003,333,224,290,8218,65,1081,141,10352
E02005587,Norwich 004,211,172,263,8953,39,605,90,10333
E02005588,Norwich 005,993,464,376,9717,53,1051,378,13032
E02005589,Norwich 006,629,351,407,9580,69,981,248,12265
E02005592,Norwich 009,254,95,371,7474,109,785,95,9183
E02005593,Norwich 010,1235,475,503,7569,58,746,284,10870
E02005594,Norwich 011,807,230,358,8235,95,990,224,10939
E02005595,Norwich 012,536,132,256,7706,63,572,110,9375
E02005596,Norwich 013,412,190,272,8241,51,691,114,9971
E02005598,South Norfolk 002,647,161,256,8238,32,462,159,9955
E02005599,South Norfolk 003,197,96,162,6416,26,253,49,7199
E02005600,South Norfolk 004,85,147,98,5867,29,157,23,6406
E02005601,South Norfolk 005,68,22,55,5117,35,142,24,5463
E02005602,South Norfolk 006,140,56,228,11853,59,334,38,12708
E02005603,South Norfolk 007,213,115,231,11774,43,408,33,12817
E02005604,South Norfolk 008,73,23,109,8374,44,189,38,8850
E02005605,South Norfolk 009,52,36,116,10168,32,263,21,10688
E02005606,South Norfolk 010,23,10,52,5603,28,111,12,5839
E02005607,South Norfolk 011,84,42,97,11029,36,247,20,11555
E02005608,South Norfolk 012,42,8,67,7316,42,136,17,7628
E02005609,South Norfolk 013,57,9,56,7202,21,187,16,7548
E02005610,South Norfolk 014,33,24,79,7774,22,145,13,8090
E02005611,South Norfolk 015,191,82,136,9638,35,771,67,10920
E02005921,Cherwell 001,103,62,94,6193,69,350,28,6899
E02005922,Cherwell 002,406,198,267,6828,38,1009,94,8840
E02005923,Cherwell 003,819,142,147,3865,51,887,103,6014
E02005924,Cherwell 004,1618,339,399,7347,80,2508,307,12598
E02005925,Cherwell 005,780,263,308,6385,50,1007,91,8884
E02005926,Cherwell 006,473,127,239,7359,94,651,81,9024
E02005927,Cherwell 007,473,102,181,4112,30,667,84,5649
E02005928,Cherwell 008,349,132,281,9687,71,522,65,11107
E02005929,Cherwell 009,66,37,107,6786,49,277,20,7342
E02005930,Cherwell 010,177,84,205,8306,85,559,51,9467
E02005931,Cherwell 011,523,284,299,9187,93,752,117,11255
E02005932,Cherwell 012,317,78,202,5211,44,768,106,6726
E02005933,Cherwell 013,390,139,215,5995,40,833,102,7714
E02005934,Cherwell 014,413,152,287,7134,60,698,105,8849
E02005935,Cherwell 015,579,163,309,6310,72,1002,146,8581
E02005936,Cherwell 016,709,230,440,10604,144,814,122,13063
E02005937,Cherwell 017,541,91,205,4879,74,604,145,6539
E02005938,Cherwell 018,589,113,211,3996,39,586,150,5684
E02005939,Cherwell 019,381,108,217,5238,65,671,101,6781
E02005940,Oxford 001,553,128,316,3954,103,895,204,6153
E02005941,Oxford 002,662,167,332,4285,106,1240,292,7084
E02005942,Oxford 003,671,96,312,3599,101,1315,155,6249
E02005943,Oxford 004,1023,342,345,3927,87,1349,261,7334
E02005944,Oxford 005,1524,698,447,4235,64,908,517,8393
E02005945,Oxford 006,1896,384,511,6126,123,1690,385,11115
E02005946,Oxford 007,1035,370,393,5174,126,1073,297,8468
E02005947,Oxford 008,2992,466,1294,9424,344,3459,496,18475
E02005948,Oxford 009,873,141,323,3570,148,1375,189,6619
E02005949,Oxford 010,1647,464,412,3807,56,905,330,7621
E02005950,Oxford 011,1670,247,519,6396,152,1723,428,11135
E02005951,Oxford 012,633,141,299,3092,99,1125,189,5578
E02005953,Oxford 014,922,157,413,3355,100,907,159,6013
E02005954,Oxford 015,2157,529,545,4814,178,1730,529,10482
E02005955,Oxford 016,1638,724,647,5906,135,1734,449,11233
E02005956,Oxford 017,899,772,513,3384,71,705,213,6557
E02005957,Oxford 018,547,811,471,4104,63,760,156,6912
E02005958,South Oxfordshire 001,139,20,117,4820,27,238,20,5381
E02005959,South Oxfordshire 002,204,76,179,4854,80,414,90,5897
E02005960,South Oxfordshire 003,128,67,199,7006,71,364,54,7889
E02005961,South Oxfordshire 004,150,48,173,5874,79,377,38,6739
E02005962,South Oxfordshire 005,169,45,213,9251,71,375,44,10168
E02005963,South Oxfordshire 006,273,101,213,6672,105,598,72,8034
E02005964,South Oxfordshire 007,88,21,112,6643,67,326,42,7299
E02005965,South Oxfordshire 008,100,6,85,5001,50,252,25,5519
E02005966,South Oxfordshire 009,422,142,215,6422,33,800,81,8115
E02005967,South Oxfordshire 010,640,240,250,7312,49,913,132,9536
E02005968,South Oxfordshire 011,246,152,183,6818,52,463,98,8012
E02005969,South Oxfordshire 012,181,58,166,8663,70,511,44,9693
E02005970,South Oxfordshire 013,197,80,121,4308,29,724,54,5513
E02005971,South Oxfordshire 014,194,55,95,5471,59,438,44,6356
E02005972,South Oxfordshire 015,445,180,307,10239,93,653,95,12012
E02005973,South Oxfordshire 016,163,31,140,4858,66,604,52,5914
E02005974,South Oxfordshire 017,159,41,188,5139,115,560,71,6273
E02005975,South Oxfordshire 018,131,60,159,7403,56,386,39,8234
E02005976,South Oxfordshire 019,121,25,135,5607,87,316,50,6341
E02005977,South Oxfordshire 020,112,19,149,5526,54,272,29,6161
E02005978,Vale of White Horse 001,528,129,247,5721,94,733,150,7602
E02005979,Vale of White Horse 002,865,177,452,7173,119,1235,254,10275
E02005980,Vale of White Horse 003,781,417,329,9295,121,650,170,11763
E02005981,Vale of White Horse 004,479,70,212,6992,75,643,81,8552
E02005982,Vale of White Horse 005,255,119,114,4623,63,493,72,5739
E02005983,Vale of White Horse 006,569,223,354,8390,84,1249,113,10982
E02005984,Vale of White Horse 007,190,150,172,8096,55,413,75,9151
E02005985,Vale of White Horse 008,258,133,207,6496,51,646,113,7904
E02005986,Vale of White Horse 009,191,128,158,8626,69,458,60,9690
E02005987,Vale of White Horse 010,189,146,262,8957,73,596,71,10294
E02005988,Vale of White Horse 011,176,170,154,8083,56,393,95,9127
E02005991,Vale of White Horse 014,203,121,176,8908,73,518,71,10070
E02005992,Vale of White Horse 015,589,155,339,11793,125,809,101,13911
E02005993,West Oxfordshire 001,214,41,99,6347,60,443,46,7250
E02005994,West Oxfordshire 002,88,22,119,5662,54,294,30,6269
E02005995,West Oxfordshire 003,47,31,71,5912,49,254,9,6373
E02005996,West Oxfordshire 004,172,57,192,7785,86,585,56,8933
E02005997,West Oxfordshire 005,64,24,117,5401,52,275,24,5957
E02005998,West Oxfordshire 006,106,50,160,6221,67,377,49,7030
E02005999,West Oxfordshire 007,74,23,72,6065,44,233,33,6544
E02006000,West Oxfordshire 008,252,77,276,10295,93,698,83,11774
E02006001,West Oxfordshire 009,120,59,139,6128,54,523,65,7088
E02006002,West Oxfordshire 010,288,82,223,9113,67,871,126,10770
E02006003,West Oxfordshire 011,107,36,124,5192,62,374,35,5930
E02006004,West Oxfordshire 012,82,49,110,6711,55,303,26,7336
E02006005,West Oxfordshire 013,177,103,244,8899,27,549,35,10034
E02006006,West Oxfordshire 014,95,39,75,5128,32,251,30,5650
E02006007,West Oxfordshire 015,51,29,122,6789,51,244,22,7308
E02006227,Babergh 001,24,20,66,6120,33,149,18,6430
E02006228,Babergh 002,29,8,57,5907,28,113,15,6157
E02006229,Babergh 003,38,12,53,5894,38,126,19,6180
E02006230,Babergh 004,119,127,177,10267,43,240,40,11013
E02006231,Babergh 005,156,123,211,7746,33,308,50,8627
E02006232,Babergh 006,17,5,87,5863,25,110,14,6121
E02006233,Babergh 007,200,60,194,10480,80,502,105,11621
E02006234,Babergh 008,87,46,128,9303,62,299,27,9952
E02006235,Babergh 009,56,10,101,7789,33,192,17,8198
E02006236,Babergh 010,71,25,150,9947,61,168,18,10440
E02006237,Babergh 011,76,67,124,7099,42,164,23,7595
E02006238,West Suffolk 002,106,124,219,8069,52,1021,98,9689
E02006239,West Suffolk 001,234,532,704,5015,104,1726,409,8724
E02006240,West Suffolk 003,178,366,509,7293,85,1523,285,10239
E02006241,West Suffolk 004,184,169,317,6916,45,1057,153,8841
E02006242,West Suffolk 007,243,259,421,8288,108,1136,186,10641
E02006243,West Suffolk 008,380,113,237,7035,154,1236,176,9331
E02006245,Ipswich 001,228,226,450,6698,21,510,155,8288
E02006246,Ipswich 002,245,106,183,6521,27,288,64,7434
E02006247,Ipswich 003,329,284,420,7063,27,792,189,9104
E02006248,Ipswich 004,556,173,347,6828,39,386,152,8481
E02006249,Ipswich 005,429,198,353,6595,71,582,160,8388
E02006250,Ipswich 006,631,568,544,5761,31,2230,434,10199
E02006251,Ipswich 007,1117,451,527,6690,70,1513,324,10692
E02006252,Ipswich 008,828,290,435,7241,38,635,232,9699
E02006253,Ipswich 009,446,145,253,6226,33,274,72,7449
E02006254,Ipswich 010,574,492,540,6148,30,1383,230,9397
E02006255,Ipswich 011,513,255,308,5959,41,893,151,8120
E02006256,Ipswich 012,336,578,554,6643,37,1428,265,9841
E02006257,Ipswich 013,124,153,282,5815,34,275,93,6776
E02006258,Ipswich 014,701,397,506,7018,35,750,244,9651
E02006259,Ipswich 015,147,259,337,5932,26,489,88,7278
E02006260,Ipswich 016,407,310,373,7069,24,535,132,8850
E02006261,Mid Suffolk 001,75,22,81,7556,42,156,22,7954
E02006262,Mid Suffolk 002,35,25,95,8545,49,201,41,8991
E02006263,Mid Suffolk 003,25,32,71,7231,23,142,11,7535
E02006264,Mid Suffolk 004,44,37,108,8374,51,235,22,8871
E02006265,Mid Suffolk 005,18,29,54,7114,15,136,10,7376
E02006266,Mid Suffolk 006,61,34,109,8972,47,188,25,9436
E02006267,Mid Suffolk 007,37,34,105,7983,34,130,25,8348
E02006268,Mid Suffolk 008,73,42,111,5698,29,182,24,6159
E02006269,Mid Suffolk 009,67,32,103,7296,15,203,25,7741
E02006270,Mid Suffolk 010,155,70,224,11761,57,456,70,12793
E02006271,Mid Suffolk 011,170,154,223,8851,47,299,101,9845
E02006272,Mid Suffolk 012,62,42,175,7200,33,119,22,7653
E02006273,West Suffolk 005,30,12,131,6473,32,150,11,6839
E02006274,West Suffolk 006,66,63,85,6167,20,161,37,6599
E02006275,West Suffolk 009,129,54,122,6090,24,531,48,6998
E02006276,West Suffolk 016,140,44,141,7484,46,294,84,8233
E02006277,West Suffolk 012,226,75,231,6406,30,623,97,7688
E02006278,West Suffolk 011,264,170,275,6532,77,905,155,8378
E02006279,West Suffolk 014,179,51,146,7804,73,463,29,8745
E02006280,West Suffolk 010,95,33,136,8985,63,369,49,9730
E02006281,West Suffolk 013,502,91,178,6799,62,623,67,8322
E02006282,West Suffolk 017,37,8,57,6226,40,136,17,6521
E02006283,West Suffolk 018,234,281,259,7004,67,362,44,8251
E02006284,West Suffolk 019,240,67,135,6671,52,496,69,7730
E02006285,West Suffolk 021,327,73,125,6255,54,670,45,7549
E02006286,West Suffolk 020,356,143,165,9327,55,1012,96,11154
E02006287,East Suffolk 016,38,24,59,5946,39,119,34,6259
E02006288,East Suffolk 017,118,26,124,9445,41,253,45,10052
E02006289,East Suffolk 018,91,34,94,9183,36,231,30,9699
E02006290,East Suffolk 019,116,27,101,7488,39,298,38,8107
E02006291,East Suffolk 020,62,31,122,7213,41,188,14,7671
E02006292,East Suffolk 021,36,26,102,6463,21,122,12,6782
E02006293,East Suffolk 023,204,220,205,10093,61,325,49,11157
E02006294,East Suffolk 022,97,29,174,7239,61,237,41,7878
E02006295,East Suffolk 024,240,98,220,8392,30,301,45,9326
E02006296,East Suffolk 025,458,132,307,11670,48,391,84,13090
E02006297,East Suffolk 026,307,99,198,7119,22,249,53,8047
E02006298,East Suffolk 027,67,32,156,8557,34,269,27,9142
E02006299,East Suffolk 028,123,23,112,7688,43,222,24,8235
E02006300,East Suffolk 029,117,88,152,7071,31,439,41,7939
E02006301,East Suffolk 030,147,45,166,5463,39,418,32,6310
E02006302,East Suffolk 001,92,6,70,6342,20,95,13,6638
E02006303,East Suffolk 002,61,35,87,7612,34,132,18,7979
E02006304,East Suffolk 003,56,14,82,7839,44,92,25,8152
E02006305,East Suffolk 004,205,56,169,8847,35,374,47,9733
E02006306,East Suffolk 005,55,52,88,6920,25,122,28,7290
E02006307,East Suffolk 007,53,27,62,7080,23,68,12,7325
E02006308,East Suffolk 006,123,51,168,6847,39,360,42,7630
E02006309,East Suffolk 009,49,21,112,6379,29,119,33,6742
E02006310,East Suffolk 008,48,34,97,7765,24,105,5,8078
E02006311,East Suffolk 010,113,8,98,7746,38,176,35,8214
E02006312,East Suffolk 011,49,15,83,8164,26,124,25,8486
E02006313,East Suffolk 012,98,36,123,9435,47,181,11,9931
E02006314,East Suffolk 013,147,19,76,6740,37,220,24,7263
E02006315,East Suffolk 014,42,29,52,5555,38,106,20,5842
E02006316,East Suffolk 015,40,21,54,6760,47,135,16,7073
E02006317,Elmbridge 001,405,77,276,4787,96,558,154,6353
E02006318,Elmbridge 002,339,60,257,5329,118,722,141,6966
E02006319,Elmbridge 003,528,92,258,5389,80,691,176,7214
E02006320,Elmbridge 004,442,173,309,5349,74,765,139,7251
E02006321,Elmbridge 005,330,59,283,5206,121,518,91,6608
E02006322,Elmbridge 006,561,91,325,4700,117,569,125,6488
E02006323,Elmbridge 007,444,105,308,5545,153,826,147,7528
E02006324,Elmbridge 008,590,139,338,5927,125,676,120,7915
E02006325,Elmbridge 009,840,43,385,6835,211,688,172,9174
E02006326,Elmbridge 010,572,137,344,5292,103,898,186,7532
E02006327,Elmbridge 011,443,100,315,4833,136,743,126,6696
E02006328,Elmbridge 012,576,135,366,6877,219,1196,231,9600
E02006329,Elmbridge 013,463,67,255,5236,110,781,185,7097
E02006330,Elmbridge 014,536,88,372,7678,146,956,152,9928
E02006331,Elmbridge 015,324,14,244,6025,84,468,104,7263
E02006332,Elmbridge 016,554,96,315,4473,133,904,177,6652
E02006333,Elmbridge 017,594,161,414,7022,169,1363,221,9944
E02006334,Elmbridge 018,511,92,326,6366,130,985,138,8548
E02006335,Epsom and Ewell 001,1280,109,324,5000,127,643,429,7912
E02006336,Epsom and Ewell 002,804,211,315,4924,53,637,224,7168
E02006337,Epsom and Ewell 003,1136,70,278,6467,151,595,174,8871
E02006338,Epsom and Ewell 004,511,96,277,5149,111,448,192,6784
E02006339,Epsom and Ewell 005,1407,299,568,7004,127,1162,346,10913
E02006341,Epsom and Ewell 007,1050,275,447,6980,207,998,290,10247
E02006342,Epsom and Ewell 008,878,263,450,5253,117,1030,207,8198
E02006343,Epsom and Ewell 009,622,88,361,7134,114,608,128,9055
E02006344,Guildford 001,155,76,175,7480,80,490,65,8521
E02006345,Guildford 002,229,214,171,6481,72,415,95,7677
E02006346,Guildford 003,180,64,191,8743,123,570,53,9924
E02006347,Guildford 004,258,78,133,6133,52,412,60,7126
E02006348,Guildford 005,557,127,204,6768,77,606,125,8464
E02006349,Guildford 006,671,146,276,5791,70,850,200,8004
E02006350,Guildford 007,458,97,205,4843,32,596,146,6377
E02006351,Guildford 008,554,98,318,6260,59,860,222,8371
E02006352,Guildford 009,569,93,265,4545,71,483,120,6146
E02006353,Guildford 010,302,59,143,5156,38,384,33,6115
E02006354,Guildford 011,728,89,339,7225,111,897,230,9619
E02006355,Guildford 012,1861,403,405,5741,54,972,321,9757
E02006356,Guildford 013,908,220,580,7292,123,1984,351,11458
E02006357,Guildford 014,336,85,154,6142,54,371,69,7211
E02006358,Guildford 015,1383,215,343,5560,79,1038,355,8973
E02006359,Guildford 016,237,39,216,4716,77,706,136,6127
E02006360,Guildford 017,189,37,171,7134,73,455,67,8126
E02006361,Guildford 018,57,11,98,5066,49,334,41,5656
E02006362,Mole Valley 001,303,70,211,5839,91,337,52,6903
E02006363,Mole Valley 002,230,38,201,5099,104,323,59,6054
E02006364,Mole Valley 003,500,153,303,5770,94,734,149,7703
E02006365,Mole Valley 004,287,91,154,5039,78,506,106,6261
E02006366,Mole Valley 005,277,35,185,6974,65,423,64,8023
E02006367,Mole Valley 006,76,53,171,5235,56,331,47,5969
E02006368,Mole Valley 007,141,21,107,5063,54,257,35,5678
E02006369,Mole Valley 008,62,12,121,5765,61,207,30,6258
E02006370,Mole Valley 009,140,50,165,5390,59,480,57,6341
E02006371,Mole Valley 010,262,56,184,6063,89,575,92,7321
E02006372,Mole Valley 011,149,58,163,5599,50,342,52,6413
E02006373,Mole Valley 012,90,23,139,6786,88,351,33,7510
E02006374,Mole Valley 013,122,45,91,6359,59,247,28,6951
E02006375,Reigate and Banstead 001,553,105,211,5343,77,347,138,6774
E02006376,Reigate and Banstead 002,495,270,389,7352,155,486,82,9229
E02006377,Reigate and Banstead 003,491,67,222,4923,78,259,131,6171
E02006378,Reigate and Banstead 004,523,320,425,6977,117,399,91,8852
E02006379,Reigate and Banstead 005,520,188,278,5450,47,371,114,6968
E02006380,Reigate and Banstead 006,323,89,185,6042,119,292,45,7095
E02006381,Reigate and Banstead 007,577,170,226,5746,111,307,120,7257
E02006382,Reigate and Banstead 008,381,287,295,5314,74,400,113,6864
E02006383,Reigate and Banstead 009,466,283,374,8047,122,693,130,10115
E02006384,Reigate and Banstead 010,1483,490,501,7208,114,908,214,10918
E02006385,Reigate and Banstead 011,1622,571,485,7146,136,1127,237,11324
E02006386,Reigate and Banstead 012,391,148,302,6739,101,613,85,8379
E02006387,Reigate and Banstead 013,220,103,211,5790,60,330,74,6788
E02006388,Reigate and Banstead 014,1216,356,341,6524,82,643,163,9325
E02006389,Reigate and Banstead 015,368,176,220,5966,75,434,131,7370
E02006390,Reigate and Banstead 016,536,295,333,8512,91,653,91,10511
E02006391,Reigate and Banstead 017,495,189,240,6149,70,503,104,7750
E02006392,Reigate and Banstead 018,725,309,310,6723,94,898,110,9169
E02006393,Runnymede 001,877,148,304,4597,88,754,176,6944
E02006394,Runnymede 002,1612,300,529,7423,146,1458,358,11826
