Middle layer Super Output Areas Code,Middle layer Super Output Areas,No_qualifications,Level_1_and_entry_level_qualifications,Level_2_qualifications,Apprenticeship,Level_3_qualifications,Level_4_qualifications_or_above,Other,Does_not_apply,total
E02005506,Breckland 004,1226,738,919,429,1037,1384,180,1100,7013
E02005507,Breckland 005,2192,1190,1685,708,1698,1802,321,2009,11605
E02005508,Breckland 006,1127,659,914,438,1122,1737,177,1071,7245
E02005509,Breckland 007,1792,884,1136,491,1115,1594,245,1311,8568
E02005510,Breckland 008,1445,747,971,461,1087,1408,201,1006,7326
E02005511,Breckland 009,2246,978,1053,582,1127,1377,288,1316,8967
E02005512,Breckland 010,1592,1006,1390,512,1544,2171,262,1632,10109
E02005513,Breckland 011,1903,1031,1413,589,1594,1990,255,1814,10589
E02005514,Breckland 012,1344,668,875,390,980,1367,189,1062,6875
E02005515,Breckland 013,964,582,828,342,938,1595,157,1066,6472
E02005516,Breckland 014,1105,646,915,369,961,1739,181,1147,7063
E02005517,Breckland 015,1335,688,710,297,612,725,192,1374,5933
E02005518,Breckland 016,2114,1078,1313,662,1489,1811,366,1857,10690
E02005519,Breckland 017,1885,970,1006,426,942,1239,276,1890,8634
E02005520,Broadland 001,1330,844,1185,465,1279,2162,205,1468,8938
E02005521,Broadland 002,1306,766,1093,477,1248,2242,190,1328,8650
E02005522,Broadland 003,791,451,741,353,881,1327,116,839,5499
E02005523,Broadland 004,1296,838,1245,503,1334,1668,148,1578,8610
E02005524,Broadland 005,881,534,689,438,837,1013,131,808,5331
E02005525,Broadland 006,1241,884,1406,575,1582,2275,227,1647,9837
E02005526,Broadland 007,788,501,711,319,832,1195,125,917,5388
E02005527,Broadland 008,1191,782,1187,487,1443,2280,186,1603,9159
E02005528,Broadland 009,1213,849,1158,564,1312,1861,189,1350,8496
E02005529,Broadland 010,1118,597,753,476,782,1013,158,784,5681
E02005530,Broadland 011,898,546,695,424,804,1082,141,850,5440
E02005531,Broadland 012,869,533,694,338,864,1044,131,873,5346
E02005532,Broadland 013,1471,929,1207,686,1482,1976,225,1553,9529
E02005533,Broadland 014,1279,829,1178,509,1358,2219,223,1456,9051
E02005534,Broadland 015,1167,712,909,478,1122,1692,189,1094,7363
E02005535,Broadland 016,767,556,909,313,1068,2191,132,1226,7162
E02005536,Broadland 017,777,522,798,351,933,1748,148,937,6214
E02005537,Broadland 018,1031,577,808,361,871,1330,143,904,6025
E02005538,Great Yarmouth 001,2113,989,1372,703,1420,1575,318,1193,9683
E02005539,Great Yarmouth 002,1385,783,1048,533,1245,1572,244,1203,8013
E02005540,Great Yarmouth 003,2068,1003,1191,626,1207,1288,286,1131,8800
E02005541,Great Yarmouth 004,1458,641,794,329,720,766,139,1053,5900
E02005542,Great Yarmouth 005,1863,860,867,333,748,892,226,1420,7209
E02005543,Great Yarmouth 006,2527,1080,1064,420,789,1042,344,2075,9341
E02005544,Great Yarmouth 007,1683,828,893,389,825,802,177,1558,7155
E02005545,Great Yarmouth 008,1306,631,802,469,1013,1077,183,996,6477
E02005546,Great Yarmouth 009,1780,890,1034,408,1132,1030,187,1461,7922
E02005547,Great Yarmouth 010,1479,902,1160,489,1149,1737,223,1367,8506
E02005548,Great Yarmouth 011,1590,821,931,358,900,1124,190,1503,7417
E02005549,Great Yarmouth 012,1192,600,710,411,839,911,144,780,5587
E02005550,Great Yarmouth 013,1481,716,1067,501,1219,1275,179,1289,7727
E02005551,King's Lynn and West Norfolk 001,1166,571,735,332,619,1132,172,504,5231
E02005552,King's Lynn and West Norfolk 002,1178,572,813,356,859,1792,154,814,6538
E02005553,King's Lynn and West Norfolk 003,1935,934,1106,602,1139,1800,239,965,8720
E02005554,King's Lynn and West Norfolk 004,1378,720,943,432,945,1484,212,930,7044
E02005555,King's Lynn and West Norfolk 005,939,589,877,356,1031,1813,162,1068,6835
E02005556,King's Lynn and West Norfolk 006,1346,775,1079,448,1253,1305,205,1361,7772
E02005557,King's Lynn and West Norfolk 007,1676,872,737,295,619,822,233,1623,6877
E02005558,King's Lynn and West Norfolk 008,1581,767,925,439,1071,1192,201,1181,7357
E02005559,King's Lynn and West Norfolk 009,1523,777,880,359,961,1278,197,1383,7358
E02005560,King's Lynn and West Norfolk 010,1523,904,1039,350,1023,1937,264,2050,9090
E02005561,King's Lynn and West Norfolk 011,2317,1159,1357,490,1288,1919,341,2017,10888
E02005562,King's Lynn and West Norfolk 012,1327,706,992,391,1095,1621,185,1142,7459
E02005563,King's Lynn and West Norfolk 013,1667,830,1074,459,1176,1340,179,1331,8056
E02005564,King's Lynn and West Norfolk 014,1497,866,1170,511,1789,2059,210,1546,9648
E02005565,King's Lynn and West Norfolk 015,1318,732,999,366,1163,1371,199,1204,7352
E02005566,King's Lynn and West Norfolk 016,2234,1063,1374,547,1436,1776,275,1713,10418
E02005567,King's Lynn and West Norfolk 017,2150,1167,1468,627,1475,2263,352,1846,11348
E02005568,King's Lynn and West Norfolk 018,1479,754,924,424,1077,1574,210,1150,7592
E02005569,King's Lynn and West Norfolk 019,1902,833,1014,440,1153,1559,235,1605,8741
E02005570,North Norfolk 001,1175,723,924,464,949,1798,198,858,7089
E02005571,North Norfolk 002,960,560,668,304,687,1743,177,735,5834
E02005572,North Norfolk 003,1506,774,1030,438,964,1671,250,912,7545
E02005573,North Norfolk 004,989,537,763,350,692,1546,123,748,5748
E02005574,North Norfolk 005,1165,702,926,445,988,1706,186,838,6956
E02005575,North Norfolk 006,1035,638,945,385,989,1918,173,899,6982
E02005576,North Norfolk 007,1274,658,841,428,918,1450,229,865,6663
E02005577,North Norfolk 008,1013,551,784,350,813,1471,143,849,5974
E02005578,North Norfolk 009,995,603,798,330,896,1229,136,928,5915
E02005580,North Norfolk 011,1625,866,998,493,1211,1392,196,1235,8016
E02005581,North Norfolk 012,1276,793,1066,454,1171,1813,188,1085,7846
E02005582,North Norfolk 013,1342,727,936,427,983,1261,184,942,6802
E02005583,North Norfolk 014,1575,874,1081,579,1181,2087,256,971,8604
E02005584,Norwich 001,2117,1098,1284,521,1447,2218,253,2241,11179
E02005585,Norwich 002,2197,1104,1295,491,1296,2209,263,2351,11206
E02005586,Norwich 003,1312,782,1228,376,1576,3282,205,1592,10353
E02005587,Norwich 004,2056,1103,1324,553,1265,1693,288,2051,10333
E02005588,Norwich 005,2141,1078,1312,472,2579,2641,281,2529,13033
E02005589,Norwich 006,2018,1090,1175,501,2104,2639,246,2491,12264
E02005592,Norwich 009,465,312,637,128,1674,4638,90,1243,9187
E02005593,Norwich 010,1136,507,736,258,4581,2160,197,1292,10867
E02005594,Norwich 011,1139,684,963,308,1650,4605,206,1385,10940
E02005595,Norwich 012,994,534,876,301,1294,3787,167,1425,9378
E02005596,Norwich 013,1886,1012,1057,404,1165,2207,221,2019,9971
E02005598,South Norfolk 002,980,639,1095,322,1247,3563,172,1939,9957
E02005599,South Norfolk 003,862,536,812,309,1039,2084,158,1402,7202
E02005600,South Norfolk 004,878,478,851,265,831,1671,160,1271,6405
E02005601,South Norfolk 005,920,484,727,315,745,1447,115,710,5463
E02005602,South Norfolk 006,1406,972,1538,613,1852,3924,226,2178,12709
E02005603,South Norfolk 007,1389,918,1559,550,1874,3477,217,2834,12818
E02005604,South Norfolk 008,1356,697,1087,424,1224,2480,196,1386,8850
E02005605,South Norfolk 009,1313,830,1251,542,1602,3074,190,1886,10688
E02005606,South Norfolk 010,827,542,707,377,870,1559,113,841,5836
E02005607,South Norfolk 011,1639,1050,1542,607,1735,2793,226,1965,11557
E02005608,South Norfolk 012,1244,666,995,420,1133,1903,196,1068,7625
E02005609,South Norfolk 013,1322,701,999,449,1086,1566,181,1244,7548
E02005610,South Norfolk 014,1375,785,1098,465,1176,1907,182,1102,8090
E02005611,South Norfolk 015,2259,1089,1396,584,1499,2148,286,1659,10920
E02005921,Cherwell 001,681,486,772,305,949,2432,120,1152,6897
E02005922,Cherwell 002,1141,873,1209,412,1260,1968,193,1788,8844
E02005923,Cherwell 003,1179,657,695,274,673,1099,147,1291,6015
E02005924,Cherwell 004,2134,1213,1315,617,1588,3105,418,2209,12599
E02005925,Cherwell 005,1905,964,1013,409,944,1238,265,2146,8884
E02005926,Cherwell 006,1482,798,1118,480,1164,2336,234,1412,9024
E02005927,Cherwell 007,773,475,644,290,790,1568,139,969,5648
E02005928,Cherwell 008,996,720,1286,425,1542,3578,184,2373,11104
E02005929,Cherwell 009,780,519,823,286,1015,2523,113,1285,7344
E02005930,Cherwell 010,832,640,1064,356,1221,3335,143,1873,9464
E02005931,Cherwell 011,1099,834,1199,488,1532,3624,188,2292,11256
E02005932,Cherwell 012,626,572,796,303,964,2018,138,1309,6726
E02005933,Cherwell 013,1144,797,968,338,1082,1799,201,1386,7715
E02005934,Cherwell 014,1466,987,1082,436,1150,1916,237,1573,8847
E02005935,Cherwell 015,877,619,969,324,1178,2829,213,1572,8581
E02005936,Cherwell 016,1248,951,1313,481,1570,4586,208,2706,13063
E02005937,Cherwell 017,935,557,595,345,760,2207,217,926,6542
E02005938,Cherwell 018,823,504,589,333,736,1567,120,1011,5683
E02005939,Cherwell 019,830,565,719,400,867,2111,137,1153,6782
E02005940,Oxford 001,492,249,412,131,478,3169,58,1162,6151
E02005941,Oxford 002,411,219,584,85,451,3651,100,1584,7085
E02005942,Oxford 003,251,103,289,42,757,3738,93,976,6249
E02005943,Oxford 004,841,355,468,262,793,3118,116,1377,7330
E02005944,Oxford 005,1404,718,673,295,758,2508,207,1829,8392
E02005945,Oxford 006,721,357,535,210,2018,5529,205,1541,11116
E02005946,Oxford 007,830,490,592,268,835,3744,148,1561,8468
E02005947,Oxford 008,380,149,336,45,9283,7200,285,797,18475
E02005948,Oxford 009,405,209,297,89,877,3818,81,842,6618
E02005949,Oxford 010,903,450,521,161,1706,2550,144,1186,7621
E02005950,Oxford 011,893,337,467,154,2983,5244,171,889,11138
E02005951,Oxford 012,465,228,320,105,497,3029,76,858,5578
E02005953,Oxford 014,603,273,327,96,668,3124,91,833,6015
E02005954,Oxford 015,1658,773,752,353,963,3843,302,1838,10482
E02005955,Oxford 016,1999,983,1137,447,995,2913,332,2427,11233
E02005956,Oxford 017,1525,715,700,286,552,1144,228,1403,6553
E02005957,Oxford 018,1198,711,786,247,709,1512,138,1606,6907
E02005958,South Oxfordshire 001,548,434,631,253,811,1717,70,915,5379
E02005959,South Oxfordshire 002,686,415,501,268,729,2244,111,942,5896
E02005960,South Oxfordshire 003,835,514,827,313,913,2710,121,1656,7889
E02005961,South Oxfordshire 004,755,435,691,287,890,2470,129,1080,6737
E02005962,South Oxfordshire 005,998,809,1139,497,1420,3213,166,1925,10167
E02005963,South Oxfordshire 006,1159,656,824,361,923,2602,169,1340,8034
E02005964,South Oxfordshire 007,806,514,801,338,977,2547,130,1187,7300
E02005965,South Oxfordshire 008,531,356,586,197,678,2094,99,977,5518
E02005966,South Oxfordshire 009,577,616,911,296,1168,2795,139,1613,8115
E02005967,South Oxfordshire 010,979,763,950,396,1305,2888,186,2069,9536
E02005968,South Oxfordshire 011,615,424,762,281,1314,2921,163,1531,8011
E02005969,South Oxfordshire 012,1007,692,991,358,1163,3508,195,1785,9699
E02005970,South Oxfordshire 013,828,544,608,197,713,1566,137,920,5513
E02005971,South Oxfordshire 014,975,595,740,314,811,1612,132,1178,6357
E02005972,South Oxfordshire 015,933,675,1085,408,1534,4569,138,2670,12012
E02005973,South Oxfordshire 016,667,394,582,193,663,2346,143,925,5913
E02005974,South Oxfordshire 017,523,339,573,190,657,2812,121,1059,6274
E02005975,South Oxfordshire 018,645,442,874,265,946,3391,140,1531,8234
E02005976,South Oxfordshire 019,436,310,698,158,714,2768,115,1139,6338
E02005977,South Oxfordshire 020,606,420,637,267,776,2177,125,1152,6160
E02005978,Vale of White Horse 001,721,459,638,278,737,3375,151,1243,7602
E02005979,Vale of White Horse 002,954,546,829,371,1235,4412,206,1725,10278
E02005980,Vale of White Horse 003,1251,756,1311,610,1351,3824,195,2466,11764
E02005981,Vale of White Horse 004,670,626,872,385,1077,3278,149,1495,8552
E02005982,Vale of White Horse 005,537,386,550,261,729,2116,104,1055,5738
E02005983,Vale of White Horse 006,1204,762,1025,364,1216,4338,219,1853,10981
E02005984,Vale of White Horse 007,710,564,928,340,1200,3526,131,1755,9154
E02005985,Vale of White Horse 008,1316,671,756,350,935,2227,183,1467,7905
E02005986,Vale of White Horse 009,1175,695,1043,382,1287,3061,200,1847,9690
E02005987,Vale of White Horse 010,1134,745,1007,416,1296,3351,177,2169,10295
E02005988,Vale of White Horse 011,890,797,1063,460,1380,2475,171,1889,9125
E02005991,Vale of White Horse 014,1125,808,1087,441,1384,3273,223,1725,10066
E02005992,Vale of White Horse 015,1235,868,1235,448,1727,5211,187,3003,13914
E02005993,West Oxfordshire 001,1041,563,744,306,924,2237,171,1264,7250
E02005994,West Oxfordshire 002,746,436,655,270,808,2134,101,1120,6270
E02005995,West Oxfordshire 003,729,471,668,246,803,2347,103,1006,6373
E02005996,West Oxfordshire 004,768,531,871,328,1043,3655,131,1608,8935
E02005997,West Oxfordshire 005,676,418,560,264,704,2260,126,947,5955
E02005998,West Oxfordshire 006,687,460,680,324,855,2587,133,1299,7025
E02005999,West Oxfordshire 007,889,545,764,310,905,1977,108,1047,6545
E02006000,West Oxfordshire 008,1376,923,1295,516,1543,3705,220,2195,11773
E02006001,West Oxfordshire 009,760,616,825,312,1058,1887,140,1489,7087
E02006002,West Oxfordshire 010,1585,1009,1209,569,1478,2957,253,1709,10769
E02006003,West Oxfordshire 011,763,469,636,319,668,1907,124,1043,5929
E02006004,West Oxfordshire 012,649,483,884,307,1527,2394,129,963,7336
E02006005,West Oxfordshire 013,820,799,1288,427,1880,2240,156,2422,10032
E02006006,West Oxfordshire 014,765,589,762,282,964,1138,132,1022,5654
E02006007,West Oxfordshire 015,807,581,777,299,946,2488,115,1295,7308
E02006227,Babergh 001,899,596,776,338,915,1904,141,863,6432
E02006228,Babergh 002,876,613,787,338,912,1494,126,1014,6160
E02006229,Babergh 003,1011,645,801,364,896,1455,138,870,6180
E02006230,Babergh 004,1607,996,1419,565,1632,2601,266,1926,11012
E02006231,Babergh 005,1074,816,1160,485,1384,2091,201,1419,8630
E02006232,Babergh 006,896,557,810,322,921,1518,143,955,6122
E02006233,Babergh 007,2202,1246,1585,586,1560,2405,263,1776,11623
E02006234,Babergh 008,1595,1121,1443,507,1427,1641,241,1975,9950
E02006235,Babergh 009,1009,628,985,390,1156,2591,189,1252,8200
E02006236,Babergh 010,1334,871,1384,532,1500,2970,211,1636,10438
E02006237,Babergh 011,988,555,992,356,1105,2149,171,1277,7593
E02006238,West Suffolk 002,2301,1043,1145,569,1208,1525,314,1584,9689
E02006239,West Suffolk 001,2374,586,702,374,850,1544,373,1921,8724
E02006240,West Suffolk 003,2117,728,1008,483,1254,2184,326,2129,10229
E02006241,West Suffolk 004,2098,851,1040,443,1061,1526,245,1575,8839
E02006242,West Suffolk 007,1461,770,1127,479,1467,2838,248,2251,10641
E02006243,West Suffolk 008,1468,827,1072,566,1282,2258,255,1604,9332
E02006245,Ipswich 001,1791,882,1004,449,1008,1191,207,1754,8286
E02006246,Ipswich 002,1160,749,914,457,1126,1559,171,1296,7432
E02006247,Ipswich 003,1758,960,1155,485,1183,1363,230,1972,9106
E02006248,Ipswich 004,1186,733,1010,400,1142,1983,203,1820,8477
E02006249,Ipswich 005,940,578,875,305,989,3054,169,1478,8388
E02006250,Ipswich 006,1932,1012,1085,478,1177,2110,321,2084,10199
E02006251,Ipswich 007,1520,928,1132,420,1558,3140,237,1755,10690
E02006252,Ipswich 008,1285,804,1100,491,1366,2503,188,1965,9702
E02006253,Ipswich 009,1095,625,881,475,1013,1901,208,1252,7450
E02006254,Ipswich 010,1964,936,1050,458,1031,1775,237,1945,9396
E02006255,Ipswich 011,1129,697,911,384,1397,2059,204,1341,8122
E02006256,Ipswich 012,1900,1044,1006,475,1237,1838,273,2068,9841
E02006257,Ipswich 013,1489,804,851,408,815,913,179,1317,6776
E02006258,Ipswich 014,1820,982,1103,447,1238,1682,238,2141,9651
E02006259,Ipswich 015,1402,792,959,389,919,1048,193,1577,7279
E02006260,Ipswich 016,1882,911,1064,498,1039,1176,232,2045,8847
E02006261,Mid Suffolk 001,1309,683,988,398,1153,2089,209,1127,7956
E02006262,Mid Suffolk 002,1354,812,1135,476,1282,2373,208,1351,8991
E02006263,Mid Suffolk 003,1210,661,968,379,1116,1987,142,1071,7534
E02006264,Mid Suffolk 004,1049,748,1028,424,1351,2575,170,1525,8870
E02006265,Mid Suffolk 005,1165,654,923,423,1119,1761,196,1135,7376
E02006266,Mid Suffolk 006,1353,866,1121,467,1329,2664,202,1432,9434
E02006267,Mid Suffolk 007,1049,680,1057,412,1158,2567,156,1269,8348
E02006268,Mid Suffolk 008,1304,668,755,317,859,1031,166,1059,6159
E02006269,Mid Suffolk 009,1023,729,937,399,1269,1918,167,1296,7738
E02006270,Mid Suffolk 010,1562,1222,1666,620,2131,2921,251,2422,12795
E02006271,Mid Suffolk 011,1481,778,1190,554,1702,2336,228,1573,9842
E02006272,Mid Suffolk 012,1323,647,1016,476,1196,1696,165,1134,7653
E02006273,West Suffolk 005,1161,674,872,396,957,1551,178,1050,6839
E02006274,West Suffolk 006,854,531,820,408,1175,1627,127,1057,6599
E02006275,West Suffolk 009,1420,781,914,318,846,1154,164,1402,6999
E02006276,West Suffolk 016,1128,672,916,406,1189,2289,223,1407,8230
E02006277,West Suffolk 012,718,623,855,323,1126,2322,159,1562,7688
E02006278,West Suffolk 011,1244,645,890,355,1033,2919,266,1027,8379
E02006279,West Suffolk 014,1430,869,1006,468,1128,2132,244,1470,8747
E02006280,West Suffolk 010,1315,785,1111,522,1312,2820,202,1663,9730
E02006281,West Suffolk 013,1317,679,900,439,974,2623,276,1113,8321
E02006282,West Suffolk 017,1011,545,809,328,937,1851,141,900,6522
E02006283,West Suffolk 018,1232,720,1128,437,1216,2159,193,1168,8253
E02006284,West Suffolk 019,1379,749,1016,406,1086,1379,175,1541,7731
E02006285,West Suffolk 021,1117,795,1003,367,1068,1465,181,1553,7549
E02006286,West Suffolk 020,2196,1173,1448,576,1457,1739,282,2283,11154
E02006287,East Suffolk 016,847,540,734,319,854,2038,166,762,6260
E02006288,East Suffolk 017,1228,737,1156,444,1416,3230,205,1637,10053
E02006289,East Suffolk 018,1536,911,1181,557,1335,2372,228,1579,9699
E02006290,East Suffolk 019,1466,815,1041,482,1079,1894,195,1134,8106
E02006291,East Suffolk 020,949,625,929,342,1046,2435,169,1174,7669
E02006292,East Suffolk 021,780,509,810,336,950,2201,145,1053,6784
E02006293,East Suffolk 023,1344,886,1436,604,1780,3056,217,1834,11157
E02006294,East Suffolk 022,1000,576,939,361,1003,2715,193,1094,7881
E02006295,East Suffolk 024,1312,818,1189,576,1369,2183,229,1647,9323
E02006296,East Suffolk 025,1406,1012,1520,601,1866,3946,271,2468,13090
E02006297,East Suffolk 026,966,674,952,449,1202,2398,180,1225,8046
E02006298,East Suffolk 027,1403,1090,1291,522,1367,1761,244,1464,9142
E02006299,East Suffolk 028,1302,904,1039,501,1060,2221,263,945,8235
E02006300,East Suffolk 029,1538,1016,1118,449,1024,1122,231,1440,7938
E02006301,East Suffolk 030,1068,648,788,291,826,1570,215,898,6304
E02006302,East Suffolk 001,1168,604,839,475,999,1559,187,806,6637
E02006303,East Suffolk 002,1703,861,988,404,1024,1084,174,1744,7982
E02006304,East Suffolk 003,1713,771,1030,665,1245,1284,195,1244,8147
E02006305,East Suffolk 004,1842,1094,1379,490,1278,1267,243,2140,9733
E02006306,East Suffolk 005,1466,735,929,473,1087,1173,184,1242,7289
E02006307,East Suffolk 007,1233,722,942,595,1189,1506,217,920,7324
E02006308,East Suffolk 006,1614,860,975,365,1007,1282,203,1323,7629
E02006309,East Suffolk 009,1524,702,855,475,874,976,188,1148,6742
E02006310,East Suffolk 008,1273,757,1155,506,1365,1349,172,1500,8077
E02006311,East Suffolk 010,1532,806,1050,461,1158,1724,192,1290,8213
E02006312,East Suffolk 011,1332,848,1049,525,1333,1903,213,1283,8486
E02006313,East Suffolk 012,1943,945,1296,769,1476,1791,245,1466,9931
E02006314,East Suffolk 013,1268,669,862,429,1010,1752,178,1094,7262
E02006315,East Suffolk 014,979,506,729,367,813,1559,137,752,5842
E02006316,East Suffolk 015,1369,656,839,425,958,1618,178,1032,7075
E02006317,Elmbridge 001,673,404,655,207,801,2150,141,1321,6352
E02006318,Elmbridge 002,386,277,561,125,749,3413,111,1343,6965
E02006319,Elmbridge 003,990,544,694,298,882,2062,151,1594,7215
E02006320,Elmbridge 004,947,574,722,308,875,2030,151,1644,7251
E02006321,Elmbridge 005,399,197,531,118,606,3106,88,1562,6607
E02006322,Elmbridge 006,472,261,510,105,654,2963,70,1454,6489
E02006323,Elmbridge 007,682,394,691,259,889,2963,143,1506,7527
E02006324,Elmbridge 008,735,527,779,235,892,2732,116,1899,7915
E02006325,Elmbridge 009,467,358,737,153,870,4315,98,2173,9171
E02006326,Elmbridge 010,545,392,629,194,799,3186,134,1650,7529
E02006327,Elmbridge 011,439,294,576,114,682,2996,127,1469,6697
E02006328,Elmbridge 012,746,455,827,229,1002,4144,205,1992,9600
E02006329,Elmbridge 013,549,314,668,155,714,3178,135,1384,7097
E02006330,Elmbridge 014,1090,611,943,297,1113,3520,204,2148,9926
E02006331,Elmbridge 015,554,300,681,160,713,3229,88,1539,7264
E02006332,Elmbridge 016,468,273,612,146,702,2987,164,1303,6655
E02006333,Elmbridge 017,1094,561,896,276,1067,3623,273,2154,9944
E02006334,Elmbridge 018,516,312,728,138,800,4080,128,1844,8546
E02006335,Epsom and Ewell 001,928,554,771,304,978,2797,223,1359,7914
E02006336,Epsom and Ewell 002,930,656,826,280,942,1821,153,1559,7167
E02006337,Epsom and Ewell 003,890,623,945,304,1208,2987,206,1708,8871
E02006338,Epsom and Ewell 004,765,476,699,303,930,2112,137,1365,6787
E02006339,Epsom and Ewell 005,1150,720,1092,324,1295,3480,222,2630,10913
E02006341,Epsom and Ewell 007,1046,587,982,314,1325,3793,185,2018,10250
E02006342,Epsom and Ewell 008,782,393,725,213,1021,3380,203,1478,8195
E02006343,Epsom and Ewell 009,734,464,951,245,1025,3525,140,1973,9057
E02006344,Guildford 001,830,597,965,344,1134,3030,192,1428,8520
E02006345,Guildford 002,751,631,1017,336,1370,2214,126,1232,7677
E02006346,Guildford 003,765,486,1065,240,1120,4231,141,1875,9923
E02006347,Guildford 004,737,592,850,324,1046,2178,158,1241,7126
E02006348,Guildford 005,1020,611,816,384,1146,2838,203,1444,8462
E02006349,Guildford 006,715,476,722,270,1315,2857,152,1496,8003
E02006350,Guildford 007,1133,558,641,289,849,1540,135,1232,6377
E02006351,Guildford 008,708,514,844,249,959,3158,138,1801,8371
E02006352,Guildford 009,636,378,531,262,1375,1875,118,971,6146
E02006353,Guildford 010,1001,557,669,287,877,1429,168,1127,6115
E02006354,Guildford 011,561,359,838,191,1027,4579,121,1943,9619
E02006355,Guildford 012,1012,510,578,237,3633,2451,237,1098,9756
E02006356,Guildford 013,806,526,869,268,1685,5551,198,1552,11455
E02006357,Guildford 014,857,576,832,356,1055,2064,150,1322,7212
E02006358,Guildford 015,560,250,493,135,2642,3647,174,1073,8974
E02006359,Guildford 016,267,235,413,77,635,3340,117,1045,6129
E02006360,Guildford 017,709,462,781,265,955,3317,165,1472,8126
E02006361,Guildford 018,469,327,604,172,732,2321,90,944,5659
E02006362,Mole Valley 001,562,389,735,182,802,2757,130,1347,6904
E02006363,Mole Valley 002,488,336,653,184,686,2381,127,1199,6054
E02006364,Mole Valley 003,972,693,839,272,1050,2237,151,1494,7708
E02006365,Mole Valley 004,602,381,641,207,783,2537,133,978,6262
E02006366,Mole Valley 005,633,579,968,330,1083,2883,135,1406,8017
E02006367,Mole Valley 006,498,397,647,159,789,2296,141,1038,5965
E02006368,Mole Valley 007,572,421,636,217,690,2070,114,957,5677
E02006369,Mole Valley 008,809,494,738,326,833,2106,137,818,6261
E02006370,Mole Valley 009,486,355,691,205,786,2695,111,1012,6341
E02006371,Mole Valley 010,713,432,767,211,861,2955,153,1231,7323
E02006372,Mole Valley 011,902,600,782,284,806,1648,132,1257,6411
E02006373,Mole Valley 012,738,526,874,284,1009,2660,155,1266,7512
E02006374,Mole Valley 013,929,632,881,348,1007,1989,121,1044,6951
E02006375,Reigate and Banstead 001,599,494,832,274,893,2232,128,1323,6775
E02006376,Reigate and Banstead 002,1235,776,1243,400,1248,2650,270,1405,9227
E02006377,Reigate and Banstead 003,691,463,728,255,852,1990,136,1053,6168
E02006378,Reigate and Banstead 004,854,656,1074,343,1254,2773,155,1743,8852
E02006379,Reigate and Banstead 005,903,625,863,306,893,1504,120,1755,6969
E02006380,Reigate and Banstead 006,681,518,789,252,962,2559,142,1192,7095
E02006381,Reigate and Banstead 007,833,519,880,307,1068,2259,154,1234,7254
E02006382,Reigate and Banstead 008,791,594,791,277,889,1782,135,1604,6863
E02006383,Reigate and Banstead 009,746,477,1040,192,1133,4231,183,2113,10115
E02006384,Reigate and Banstead 010,1055,722,1098,288,1246,3999,212,2296,10916
E02006385,Reigate and Banstead 011,962,656,1044,271,1401,4440,214,2336,11324
E02006386,Reigate and Banstead 012,557,368,818,156,907,3524,125,1923,8378
E02006387,Reigate and Banstead 013,703,473,767,195,815,2131,119,1583,6786
E02006388,Reigate and Banstead 014,1094,690,971,322,1201,3015,196,1841,9330
E02006389,Reigate and Banstead 015,1029,625,867,281,937,1907,166,1557,7369
E02006390,Reigate and Banstead 016,1115,891,1253,444,1552,2626,230,2397,10508
E02006391,Reigate and Banstead 017,656,591,913,277,1134,2324,150,1704,7749
E02006392,Reigate and Banstead 018,1260,859,1074,406,1246,2395,271,1658,9169
E02006393,Runnymede 001,640,362,526,174,1825,2310,184,923,6944
E02006394,Runnymede 002,882,523,812,257,4489,3226,268,1366,11823
E02006395,Runnymede 003,1328,890,1172,396,1312,2572,204,1878,9752
E02006396,Runnymede 004,1029,530,706,289,779,1531,168,933,5965
E02006397,Runnymede 005,574,359,627,162,655,2675,127,1154,6333
E02006398,Runnymede 006,1166,673,949,352,1195,2441,188,1690,8654
E02006399,Runnymede 007,1652,933,1348,536,1721,3387,259,2434,12270
E02006400,Runnymede 008,756,462,616,228,711,1803,123,986,5685
E02006401,Runnymede 009,1323,978,1219,525,1529,2782,209,2146,10711
E02006402,Runnymede 010,1177,829,1156,481,1293,2916,235,1851,9938
E02006403,Spelthorne 001,1199,744,745,265,736,1485,212,1352,6738
E02006404,Spelthorne 002,1306,698,832,295,806,1784,223,1814,7758
E02006405,Spelthorne 003,1352,1054,1388,497,1522,3196,273,2148,11430
E02006406,Spelthorne 004,958,590,943,309,1111,3362,193,1487,8953
E02006407,Spelthorne 005,1309,927,1235,408,1266,2166,233,1766,9310
E02006408,Spelthorne 006,1248,833,1122,452,1252,2043,190,1711,8851
E02006409,Spelthorne 007,1082,689,782,274,889,1557,157,1349,6779
E02006410,Spelthorne 008,1265,822,967,374,1011,1995,229,1849,8512
E02006411,Spelthorne 009,799,619,875,323,995,2192,187,1198,7188
E02006412,Spelthorne 010,753,512,819,239,983,2784,153,1499,7742
E02006413,Spelthorne 011,983,552,701,280,850,1775,149,1180,6470
E02006414,Spelthorne 012,851,594,787,316,872,1507,150,1162,6239
E02006415,Spelthorne 013,910,597,830,335,935,2147,153,1079,6986
E02006416,Surrey Heath 001,875,571,973,286,1086,2995,139,1461,8386
E02006417,Surrey Heath 002,650,515,660,257,859,1818,137,1184,6080
E02006418,Surrey Heath 003,632,545,815,281,944,2186,145,988,6536
E02006419,Surrey Heath 004,1237,750,920,278,1086,2157,208,1612,8248
