Middle layer Super Output Areas Code,Middle layer Super Output Areas,Higher_managerial_administrative_and_professional_occupations,Lower_managerial_administrative_and_professional_occupations,Intermediate_occupations,Small_employers_and_own_account_workers,Lower_supervisory_and_technical_occupations,Semi_routine_occupations,Routine_occupations,Never_worked_and_long_term_unemployed,Full_time_students,Does_not_apply,total
E02000001,City of London 001,3176,1914,433,568,134,289,255,437,798,579,8583
E02000002,Barking and Dagenham 001,400,919,612,779,314,741,726,822,671,2297,8281
E02000003,Barking and Dagenham 002,787,1485,1030,1259,364,1010,984,1032,894,2695,11540
E02000004,Barking and Dagenham 003,460,1002,684,638,326,608,615,565,418,1325,6641
E02000005,Barking and Dagenham 004,598,1293,892,988,425,1025,1043,973,747,3096,11080
E02000007,Barking and Dagenham 006,442,1130,805,875,401,998,1076,930,808,2696,10161
E02000008,Barking and Dagenham 007,546,1356,1030,1335,528,1288,1466,1307,995,3399,13250
E02000009,Barking and Dagenham 008,615,1421,888,1215,445,1136,1317,1222,1096,3510,12865
E02000010,Barking and Dagenham 009,400,1069,762,958,355,951,994,871,714,2410,9484
E02000011,Barking and Dagenham 010,334,875,590,798,287,658,698,619,558,1613,7030
E02000012,Barking and Dagenham 011,869,1545,1045,1122,337,804,752,1263,1108,2666,11511
E02000013,Barking and Dagenham 012,391,992,719,928,374,933,1001,908,717,2432,9395
E02000014,Barking and Dagenham 013,379,1055,742,1003,437,984,1179,922,733,2432,9866
E02000015,Barking and Dagenham 014,354,887,599,740,322,844,886,802,598,2200,8232
E02000016,Barking and Dagenham 015,793,1089,635,876,302,840,915,1177,955,2984,10566
E02000017,Barking and Dagenham 016,590,922,662,1123,332,756,861,1050,846,1991,9133
E02000018,Barking and Dagenham 017,384,977,734,987,372,893,961,926,764,2554,9552
E02000019,Barking and Dagenham 018,449,1116,734,839,364,831,999,941,752,2641,9666
E02000020,Barking and Dagenham 019,889,1656,1001,1343,482,1131,1182,1391,1189,3791,14055
E02000021,Barking and Dagenham 020,321,928,712,837,336,826,913,804,691,2391,8759
E02000022,Barking and Dagenham 021,474,889,516,619,237,629,584,666,803,2324,7741
E02000023,Barking and Dagenham 022,301,858,568,609,270,663,759,804,775,2413,8020
E02000024,Barnet 001,2099,2379,941,1058,261,608,443,558,576,1918,10841
E02000025,Barnet 002,1305,1665,804,891,296,516,418,593,499,1595,8582
E02000026,Barnet 003,1045,1244,632,722,164,343,258,416,390,1241,6455
E02000027,Barnet 004,1169,1608,836,922,302,765,691,778,656,1920,9647
E02000028,Barnet 005,1102,1303,556,689,164,421,285,414,372,1228,6534
E02000029,Barnet 006,1177,1594,877,1040,267,624,592,688,580,2240,9679
E02000030,Barnet 007,1746,1700,785,1173,205,496,374,654,585,1740,9458
E02000031,Barnet 008,1785,1608,700,836,160,392,326,581,422,1521,8331
E02000032,Barnet 009,1281,1387,776,967,191,413,381,520,512,1515,7943
E02000033,Barnet 010,1012,1525,828,1019,294,650,544,750,523,1746,8891
E02000034,Barnet 011,1365,1573,802,1062,262,559,477,604,573,1807,9084
E02000035,Barnet 012,1616,1538,660,933,195,495,435,741,471,1446,8530
E02000036,Barnet 013,1330,1787,975,1385,283,733,567,886,703,2596,11245
E02000037,Barnet 014,1736,1791,980,1177,179,563,371,721,694,2623,10835
E02000038,Barnet 015,1525,1837,868,1290,252,662,584,913,711,2077,10719
E02000039,Barnet 016,1286,1308,514,922,118,351,320,404,433,1512,7168
E02000040,Barnet 017,1643,1580,643,974,201,483,385,622,718,1889,9138
E02000041,Barnet 018,1037,1343,840,1288,270,642,573,780,676,2007,9456
E02000042,Barnet 019,1681,2026,818,1326,314,712,656,1131,742,2153,11559
E02000043,Barnet 020,1635,1415,575,724,133,282,231,492,404,1679,7570
E02000044,Barnet 021,843,1245,742,968,283,682,678,784,650,1969,8844
E02000045,Barnet 022,1230,1657,798,1227,312,760,674,889,736,2240,10523
E02000046,Barnet 023,1314,1371,518,770,186,350,345,472,375,1262,6963
E02000047,Barnet 024,730,1377,931,1531,459,1049,1112,1328,1062,2816,12395
E02000048,Barnet 025,1861,1760,810,1176,184,545,358,704,690,2196,10284
E02000049,Barnet 026,874,1259,743,952,348,885,821,1125,1013,2512,10532
E02000050,Barnet 027,1502,1789,765,995,280,685,660,885,806,2013,10380
E02000051,Barnet 028,1741,1514,638,1188,198,441,390,831,552,1666,9159
E02000052,Barnet 029,1905,2099,703,904,238,558,419,570,576,1879,9851
E02000054,Barnet 031,1032,1177,529,1037,208,448,443,666,681,1410,7631
E02000055,Barnet 032,1419,1682,817,1471,344,739,781,884,1357,2229,11723
E02000056,Barnet 033,2244,1638,544,979,135,325,230,538,567,1929,9129
E02000057,Barnet 034,956,1154,570,950,172,427,382,588,735,2079,8013
E02000058,Barnet 035,2065,1773,790,1058,154,461,334,659,667,2267,10228
E02000059,Barnet 036,1300,1604,897,1579,390,888,1077,1026,862,2003,11626
E02000060,Barnet 037,1314,1649,1020,1115,249,585,383,883,798,3562,11558
E02000061,Barnet 038,1785,1517,491,913,164,365,325,685,644,1458,8347
E02000062,Barnet 039,515,917,470,781,238,560,619,805,558,1493,6956
E02000063,Barnet 040,830,1058,533,985,225,511,484,857,601,1501,7585
E02000064,Barnet 041,1001,1030,489,650,195,388,413,603,565,1339,6673
E02000065,Bexley 001,480,977,651,650,281,816,669,609,807,2122,8062
E02000066,Bexley 002,524,1151,740,709,402,979,1019,936,792,2178,9430
E02000067,Bexley 003,764,1460,981,845,457,924,1000,810,664,2325,10230
E02000068,Bexley 004,510,1124,757,579,319,780,762,668,530,2147,8176
E02000069,Bexley 005,679,1159,781,597,292,654,658,492,362,1538,7212
E02000070,Bexley 006,812,1268,1024,784,335,720,696,506,409,1557,8111
E02000071,Bexley 007,629,1148,939,603,377,645,693,536,414,1686,7670
E02000072,Bexley 008,904,1736,1120,834,505,1209,1295,984,901,3436,12924
E02000073,Bexley 009,1284,1827,1515,910,437,899,737,574,519,2022,10724
E02000074,Bexley 010,544,1218,923,641,417,936,982,687,512,2000,8860
E02000075,Bexley 011,964,1404,1141,715,379,677,549,430,348,1380,7987
E02000077,Bexley 013,794,1294,962,707,374,720,665,587,465,1570,8138
E02000078,Bexley 014,857,1455,1062,662,385,676,599,374,324,1539,7933
E02000079,Bexley 015,1083,1626,1109,774,350,698,586,512,359,1673,8770
E02000080,Bexley 016,1100,1668,1292,941,423,888,722,557,496,1978,10065
E02000081,Bexley 017,832,1462,1046,723,358,715,617,483,381,1689,8306
E02000082,Bexley 018,1009,1586,1229,891,428,751,634,476,452,1880,9336
E02000083,Bexley 019,1120,1821,1253,873,506,985,1028,678,620,2386,11270
E02000084,Bexley 020,1434,2074,1432,1167,367,793,639,537,486,2186,11115
E02000085,Bexley 021,763,1282,1131,787,346,686,577,421,389,1580,7962
E02000086,Bexley 022,880,1282,1109,722,304,505,417,337,296,1325,7177
E02000087,Bexley 023,1398,1600,1090,753,240,495,357,419,371,1486,8209
E02000088,Bexley 024,1045,1446,1087,702,283,563,445,342,358,1478,7749
E02000089,Bexley 025,1087,1435,1057,710,291,531,400,402,435,1518,7866
E02000090,Bexley 026,1323,1861,1303,796,329,660,507,524,807,1529,9639
E02000091,Bexley 027,1402,1983,1278,861,375,762,609,583,561,1750,10164
E02000092,Bexley 028,536,1003,683,599,297,669,560,608,336,1460,6751
E02000093,Brent 001,1143,1493,958,1905,338,957,968,1105,916,2093,11876
E02000094,Brent 002,1023,1432,807,1414,324,771,850,933,910,1997,10461
E02000095,Brent 003,957,1353,866,1706,265,793,838,1024,792,1867,10461
E02000096,Brent 004,1228,1189,714,1009,144,434,387,694,474,1358,7631
E02000097,Brent 005,710,1146,772,1531,308,811,806,932,741,1775,9532
E02000098,Brent 006,927,1156,669,1122,218,607,617,1078,761,1587,8742
E02000099,Brent 007,850,1118,716,1420,322,647,818,825,825,2019,9560
E02000100,Brent 008,1169,1512,773,947,207,471,466,665,970,1139,8319
E02000101,Brent 009,834,1207,690,1121,315,770,825,1252,919,2004,9937
E02000102,Brent 010,358,755,512,958,296,663,836,1109,738,2103,8328
E02000103,Brent 011,674,1222,751,1063,318,895,902,1213,815,2123,9976
E02000104,Brent 012,755,949,573,980,223,590,717,900,579,1239,7505
E02000105,Brent 013,739,1114,743,1027,367,872,1001,1042,947,1990,9842
E02000106,Brent 014,540,998,643,1462,405,884,1105,1331,891,2094,10353
E02000107,Brent 015,1242,1583,655,1232,442,837,1106,1209,757,1876,10939
E02000108,Brent 016,553,866,581,748,274,683,795,711,645,1403,7259
E02000110,Brent 018,1078,1408,550,847,264,545,601,806,670,1406,8175
E02000111,Brent 019,678,1147,773,994,507,1085,1664,1313,874,2249,11284
E02000112,Brent 020,762,1362,859,1046,609,1122,1924,1135,883,2047,11749
E02000113,Brent 021,326,861,659,753,317,885,1120,1460,1050,2199,9630
E02000114,Brent 022,970,1469,657,968,376,705,889,887,678,1394,8993
E02000115,Brent 023,1404,1631,530,748,280,510,610,911,666,1332,8622
E02000116,Brent 024,492,925,549,884,276,758,951,1114,726,1874,8549
E02000117,Brent 025,582,1322,861,1080,471,1169,1456,1697,1042,3053,12733
E02000118,Brent 026,577,1111,739,1020,530,1094,2009,1329,843,2043,11295
E02000119,Brent 027,771,1306,733,751,348,946,901,1416,1001,2452,10625
E02000120,Brent 028,1544,1823,562,788,272,554,677,798,591,1407,9016
E02000121,Brent 029,780,1218,782,1042,516,1152,1942,1433,981,2394,12240
E02000122,Brent 030,1333,1533,533,889,175,462,487,701,577,1489,8179
E02000123,Brent 031,883,1663,908,1434,489,1238,1543,1555,1074,2790,13577
E02000124,Brent 032,1884,2028,586,1017,252,512,587,587,667,1837,9957
E02000125,Brent 033,1445,1933,636,1060,298,578,798,740,578,1874,9940
E02000126,Brent 034,854,1127,567,556,312,766,677,970,745,1621,8195
E02000127,Bromley 001,876,1318,932,909,369,887,762,697,470,2110,9330
E02000128,Bromley 002,1272,1470,806,750,227,453,386,398,342,1687,7791
E02000130,Bromley 004,1520,1882,763,669,262,482,402,467,373,1606,8426
E02000131,Bromley 005,1916,2387,813,827,309,671,600,584,527,1852,10486
E02000132,Bromley 006,1964,2260,987,809,272,580,499,484,377,1604,9836
E02000133,Bromley 007,2744,2135,951,1006,174,460,265,445,519,2054,10753
E02000134,Bromley 008,1948,2409,1093,1098,334,679,580,694,606,2310,11751
E02000135,Bromley 009,911,1666,846,783,367,945,847,945,662,1899,9871
E02000136,Bromley 010,827,992,646,615,171,405,329,384,286,1088,5743
E02000137,Bromley 011,1730,1856,828,770,196,428,311,358,347,1578,8402
E02000138,Bromley 012,2019,1922,889,832,198,424,274,376,301,1267,8502
E02000139,Bromley 013,1495,1637,712,628,242,400,355,336,336,1573,7714
E02000140,Bromley 014,608,1184,841,719,389,829,807,754,456,2095,8682
E02000141,Bromley 015,1049,1581,701,624,205,468,436,417,345,1407,7233
E02000142,Bromley 016,1710,1823,873,806,228,416,354,371,429,1809,8819
E02000144,Bromley 018,2018,2275,996,851,255,476,379,449,407,1957,10063
E02000145,Bromley 019,715,1230,873,743,411,812,737,712,445,2145,8823
E02000146,Bromley 020,1632,2057,1018,872,270,578,449,438,418,1969,9701
E02000147,Bromley 021,1784,1632,899,726,175,369,230,320,432,1625,8192
E02000148,Bromley 022,1390,1368,727,604,149,370,217,289,295,1316,6725
E02000149,Bromley 023,897,1369,891,725,353,707,627,567,364,1666,8166
E02000150,Bromley 024,1367,1686,989,768,232,509,359,420,414,1770,8514
E02000151,Bromley 025,1718,1458,846,648,175,404,230,262,262,1538,7541
E02000152,Bromley 026,978,1269,780,710,266,605,537,560,423,1833,7961
E02000153,Bromley 027,1319,1572,941,754,237,517,324,313,404,1727,8108
E02000154,Bromley 028,1636,1681,953,716,226,564,437,402,363,1549,8527
E02000155,Bromley 029,830,1305,941,628,313,669,536,458,292,1184,7156
E02000156,Bromley 030,2133,2573,1529,1164,344,775,483,521,549,2219,12290
E02000157,Bromley 031,1550,1776,1057,700,214,498,263,268,420,1621,8367
E02000158,Bromley 032,1143,1260,851,675,241,613,472,472,398,1662,7787
E02000159,Bromley 033,1272,1388,838,859,184,380,268,373,343,1212,7117
E02000160,Bromley 034,1241,1586,1001,861,242,507,366,341,389,1574,8108
E02000161,Bromley 035,1596,1714,1047,671,223,555,349,383,380,1784,8702
E02000162,Bromley 036,1005,1386,799,666,237,553,396,427,320,1332,7121
E02000163,Bromley 037,1451,1499,907,754,238,471,305,326,346,1418,7715
E02000165,Bromley 039,739,1364,937,808,339,590,409,275,322,1389,7172
E02000166,Camden 001,1616,1651,476,682,152,439,364,612,533,1217,7742
E02000167,Camden 002,2311,1644,313,666,73,197,102,282,414,1196,7198
E02000168,Camden 003,1818,1779,449,658,172,378,346,475,551,1190,7816
E02000169,Camden 004,2183,1249,375,703,49,189,136,400,476,1419,7179
E02000170,Camden 005,2043,1621,406,678,162,335,309,480,544,1338,7916
E02000171,Camden 006,1820,1577,432,609,158,320,269,495,532,1179,7391
E02000172,Camden 007,1214,1529,651,739,280,720,681,1219,1133,1832,9998
E02000173,Camden 008,2164,1648,349,621,93,244,179,355,520,1318,7491
E02000174,Camden 009,1458,1546,544,601,184,464,428,689,847,1325,8086
E02000175,Camden 010,2445,1863,495,670,172,440,332,606,856,1202,9081
E02000176,Camden 011,1884,1280,313,537,74,198,146,237,302,946,5917
E02000177,Camden 012,1380,1420,564,644,226,560,548,882,874,1390,8488
E02000178,Camden 013,1701,1645,539,667,276,616,572,916,682,1291,8905
E02000179,Camden 014,1363,993,308,495,89,284,225,431,532,1028,5748
E02000180,Camden 015,1427,1474,478,641,188,443,437,664,990,1137,7879
E02000181,Camden 016,2525,1736,448,531,107,292,242,434,527,1234,8076
E02000182,Camden 017,1673,1173,387,546,138,308,248,667,645,1332,7117
E02000183,Camden 018,1852,1467,408,697,137,361,313,534,677,1145,7591
E02000184,Camden 019,1198,1336,594,540,257,557,497,847,1921,1163,8910
E02000185,Camden 020,1162,1279,569,707,266,702,634,1123,823,1617,8882
E02000186,Camden 021,1230,1118,329,497,117,305,281,513,1046,787,6223
E02000187,Camden 022,898,1102,572,573,266,794,670,1124,1988,1797,9784
E02000188,Camden 023,518,953,453,425,252,517,467,879,1466,1248,7178
E02000191,Camden 026,888,780,208,278,86,162,156,274,2191,315,5338
E02000192,Camden 027,1158,1063,409,500,160,473,380,728,869,919,6659
E02000193,Camden 028,1162,1042,314,445,137,296,272,446,1388,460,5962
E02000194,Croydon 001,1392,2084,782,761,265,596,528,620,455,1728,9211
E02000195,Croydon 002,1255,1741,845,1135,275,601,566,714,606,1909,9647
E02000196,Croydon 003,788,1231,742,906,278,627,575,825,508,1434,7914
E02000197,Croydon 004,902,1424,806,1100,296,745,668,727,646,1709,9023
E02000198,Croydon 005,649,1263,809,876,362,814,785,801,654,1875,8888
E02000199,Croydon 006,788,1457,817,837,296,646,661,626,620,1666,8414
E02000200,Croydon 007,1138,1854,812,746,295,710,630,629,538,1698,9050
E02000201,Croydon 008,835,1368,798,779,318,742,692,741,509,1909,8691
E02000202,Croydon 009,672,1268,804,959,324,824,729,839,726,1784,8929
E02000203,Croydon 010,506,1119,719,739,317,755,718,849,570,1673,7965
E02000204,Croydon 011,656,1316,930,936,272,882,807,1090,723,2044,9656
E02000206,Croydon 013,829,1582,897,953,416,958,974,990,747,2472,10818
E02000207,Croydon 014,858,1390,832,741,326,780,711,852,723,1690,8903
E02000208,Croydon 015,676,1384,875,894,342,1001,959,1165,831,2736,10863
E02000209,Croydon 016,534,1134,767,812,326,963,762,811,893,2065,9067
E02000210,Croydon 017,1028,1583,868,773,319,676,622,505,569,1771,8714
E02000211,Croydon 018,1061,1574,1099,836,304,613,457,464,418,1447,8273
E02000212,Croydon 019,478,1122,824,713,296,1041,910,995,824,2258,9461
E02000213,Croydon 020,1130,1771,979,1003,465,1252,1138,1295,858,2910,12801
E02000214,Croydon 021,909,1298,705,563,194,444,299,325,349,1150,6236
E02000215,Croydon 022,1590,1984,1045,1197,428,923,832,906,715,2205,11825
E02000216,Croydon 023,1434,1367,646,585,165,375,292,506,380,1412,7162
E02000217,Croydon 024,1292,1890,1078,1094,442,998,960,830,729,2612,11925
E02000218,Croydon 025,612,1036,685,518,206,583,429,532,526,1544,6671
E02000219,Croydon 026,1213,1557,987,797,257,475,351,493,377,1121,7628
E02000221,Croydon 028,1034,1591,1032,823,386,935,802,933,820,2500,10856
E02000222,Croydon 029,1475,1697,811,724,221,505,414,482,400,1622,8351
E02000223,Croydon 030,285,769,636,524,337,908,916,843,797,2515,8530
E02000224,Croydon 031,1144,1593,822,713,280,517,439,444,452,1649,8053
E02000225,Croydon 032,347,932,726,594,358,829,877,663,502,1672,7500
E02000226,Croydon 033,1151,1543,931,777,241,490,321,385,444,1332,7615
E02000227,Croydon 034,1102,2133,1550,1013,465,1084,836,664,530,2302,11679
E02000228,Croydon 035,1670,1648,889,724,162,382,209,393,319,1560,7956
E02000229,Croydon 036,297,742,502,482,268,694,695,636,413,1507,6236
E02000230,Croydon 037,1939,2081,1010,923,295,622,425,761,518,1928,10502
E02000231,Croydon 038,1730,1486,787,861,129,379,259,477,434,1387,7929
E02000232,Croydon 039,869,1173,742,638,230,470,330,334,287,1127,6200
E02000233,Croydon 040,962,1282,670,578,181,417,269,324,314,1366,6363
E02000234,Croydon 041,1466,1824,978,804,295,555,469,547,482,2029,9449
E02000235,Croydon 042,1249,1426,747,672,198,413,324,291,284,1283,6887
E02000236,Croydon 043,1547,1775,951,741,305,549,417,374,408,2063,9130
E02000237,Croydon 044,1021,1477,944,723,291,552,450,368,299,1477,7602
E02000238,Ealing 001,878,1516,968,1240,414,932,1018,834,812,2096,10708
E02000239,Ealing 002,899,1364,828,1126,349,711,799,714,665,1586,9041
E02000240,Ealing 003,731,1372,833,1127,426,1019,1112,1212,902,2475,11209
E02000241,Ealing 004,648,1038,647,784,292,605,656,659,580,1486,7395
E02000242,Ealing 005,552,863,566,846,284,578,736,680,539,1242,6886
E02000243,Ealing 006,724,1193,750,1170,338,626,830,840,644,1607,8722
E02000244,Ealing 007,749,1114,602,1121,269,574,659,754,542,1503,7887
E02000245,Ealing 008,471,1069,751,765,390,851,872,1087,686,2367,9309
