Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does_not_apply,Less_than_2km,2km_to_less_than_5km,5km_to_less_than_10km,10km_to_less_than_20km,20km_to_less_than_30km,30km_to_less_than_40km,40km_to_less_than_60km,60km_and_over,outside_the_UK,Works_mainly_from_home,Total
E02003350,Medway 037,3402,253,386,423,212,125,76,118,35,636,789,6455
E02003351,Medway 038,3997,277,437,689,310,172,108,128,35,815,948,7916
E02003352,Bracknell Forest 001,2994,105,221,249,278,87,35,37,20,325,1423,5774
E02003353,Bracknell Forest 002,5349,304,585,442,753,302,87,102,46,785,3338,12093
E02003354,Bracknell Forest 003,4501,422,408,436,707,217,68,61,48,678,2723,10269
E02003355,Bracknell Forest 004,3324,560,268,377,416,152,39,32,27,644,1116,6955
E02003356,Bracknell Forest 005,3546,165,316,245,475,117,63,57,24,442,1714,7164
E02003357,Bracknell Forest 006,4739,614,541,485,680,216,70,60,39,882,1866,10192
E02003358,Bracknell Forest 007,5314,1006,419,583,736,253,86,74,46,921,2434,11872
E02003359,Bracknell Forest 008,2543,190,460,328,484,200,53,33,19,637,1377,6324
E02003360,Bracknell Forest 009,5565,504,810,486,631,300,73,81,57,905,2211,11623
E02003361,Bracknell Forest 010,3414,375,457,389,451,195,44,38,30,682,1364,7439
E02003362,Bracknell Forest 011,3289,250,519,347,330,167,50,51,28,559,1131,6721
E02003363,Bracknell Forest 012,3905,320,192,368,257,136,49,63,22,362,1426,7100
E02003364,Bracknell Forest 013,3215,301,432,457,385,198,50,45,29,509,1395,7016
E02003365,Bracknell Forest 014,3332,244,325,454,268,192,65,58,37,502,1462,6939
E02003366,Bracknell Forest 015,3180,460,393,423,296,172,44,55,47,528,1532,7130
E02003367,West Berkshire 001,3272,156,82,223,529,180,77,50,65,393,1505,6532
E02003368,West Berkshire 002,2795,220,198,123,402,158,99,37,61,512,1089,5694
E02003369,West Berkshire 003,3332,126,124,245,309,99,33,48,53,315,1718,6402
E02003370,West Berkshire 004,3420,136,304,436,257,122,43,49,52,413,1502,6734
E02003371,West Berkshire 005,2907,246,317,403,232,96,47,43,36,454,1168,5949
E02003372,West Berkshire 006,3964,346,415,537,313,106,48,57,50,592,1422,7850
E02003373,West Berkshire 007,4415,255,325,398,422,148,105,64,71,475,1977,8655
E02003374,West Berkshire 008,2691,213,498,332,256,89,44,34,20,510,1175,5862
E02003375,West Berkshire 009,2870,231,187,438,405,81,45,62,41,475,1356,6191
E02003376,West Berkshire 010,3011,404,98,78,480,138,104,60,36,451,1006,5866
E02003377,West Berkshire 011,5499,339,329,574,476,156,69,106,86,610,2168,10412
E02003378,West Berkshire 012,4108,651,345,221,229,163,71,46,47,548,1576,8005
E02003379,West Berkshire 013,3219,749,486,185,208,160,64,49,44,547,1267,6978
E02003380,West Berkshire 014,3604,392,978,211,357,247,74,83,50,705,1446,8147
E02003381,West Berkshire 015,3028,142,187,465,312,148,37,42,33,342,1381,6117
E02003382,West Berkshire 016,3761,429,693,316,262,157,65,48,41,600,1172,7544
E02003383,West Berkshire 017,3172,370,426,445,261,162,40,68,43,449,1483,6919
E02003384,West Berkshire 018,3292,83,154,387,260,151,93,40,84,439,1496,6479
E02003385,West Berkshire 019,4644,1093,571,358,363,303,118,91,93,688,2859,11181
E02003386,West Berkshire 020,4062,818,351,265,237,208,62,61,53,500,1698,8315
E02003387,West Berkshire 021,5004,450,556,242,255,242,69,88,62,478,2142,9588
E02003388,West Berkshire 022,3074,78,152,326,463,95,55,42,43,330,1381,6039
E02003389,Reading 001,4068,212,592,374,180,93,44,67,33,522,1812,7997
E02003390,Reading 002,4021,185,373,231,124,73,40,66,38,299,2301,7751
E02003391,Reading 003,4395,439,448,237,119,108,53,72,29,368,2320,8588
E02003392,Reading 004,3932,656,409,291,175,144,69,84,54,495,2394,8703
E02003393,Reading 005,3962,330,566,477,241,112,48,58,40,597,1728,8159
E02003394,Reading 006,4490,415,880,323,279,161,53,58,52,705,1243,8659
E02003395,Reading 007,4765,1064,1015,400,452,252,92,102,95,849,2189,11275
E02003396,Reading 008,4416,650,1088,322,343,204,79,71,57,759,1849,9838
E02003397,Reading 009,4402,402,674,402,232,114,41,54,45,643,1212,8221
E02003398,Reading 010,5556,1243,808,354,249,233,56,108,98,684,2142,11531
E02003400,Reading 012,4883,773,530,210,151,136,42,88,97,360,1698,8968
E02003401,Reading 013,4362,707,708,236,267,165,62,76,56,583,1951,9173
E02003402,Reading 014,4693,1483,678,291,258,203,71,103,94,552,2282,10708
E02003403,Reading 015,4880,407,1077,252,339,124,52,66,64,649,1469,9379
E02003404,Reading 016,5422,534,613,212,168,121,65,79,99,422,906,8641
E02003405,Reading 017,6562,1033,1224,418,354,242,72,108,88,907,2063,13071
E02003406,Reading 018,4273,520,823,359,225,185,61,61,51,684,1002,8244
E02003407,Slough 001,5977,595,707,565,563,209,102,48,27,910,1205,10908
E02003408,Slough 002,6184,834,789,527,570,198,97,44,48,982,1019,11292
E02003409,Slough 003,5198,603,588,582,539,240,144,39,47,755,1710,10445
E02003410,Slough 004,7160,839,817,517,512,195,71,53,47,998,1034,12243
E02003411,Slough 005,7120,957,893,531,543,197,79,36,54,1058,1037,12505
E02003412,Slough 006,5316,669,637,464,543,214,95,53,25,799,1593,10408
E02003414,Slough 008,7183,807,930,566,765,291,132,46,51,1080,1903,13754
E02003415,Slough 009,7567,999,867,540,561,293,140,54,63,1113,1311,13508
E02003416,Slough 010,5029,324,576,626,457,209,92,51,47,655,1746,9812
E02003417,Slough 011,6566,591,990,526,565,279,136,45,61,878,2169,12806
E02003418,Slough 012,5492,424,701,646,421,212,75,38,50,742,1518,10319
E02003419,Slough 013,4782,328,649,728,373,180,63,32,36,607,1204,8982
E02003420,Slough 014,3083,282,405,715,348,129,38,24,31,562,799,6416
E02003421,Windsor and Maidenhead 001,2996,208,228,189,248,93,30,45,10,321,1306,5674
E02003422,Windsor and Maidenhead 002,6105,201,434,422,454,191,87,103,36,649,3164,11846
E02003423,Windsor and Maidenhead 003,3384,421,390,259,325,91,52,50,16,459,1138,6585
E02003424,Windsor and Maidenhead 004,4480,286,284,330,310,134,103,96,33,451,2803,9310
E02003425,Windsor and Maidenhead 005,6134,910,400,544,553,174,113,141,37,721,3339,13066
E02003426,Windsor and Maidenhead 006,4782,451,269,285,474,134,64,75,36,483,2748,9801
E02003427,Windsor and Maidenhead 007,3979,700,275,347,373,117,46,75,27,581,1665,8185
E02003428,Windsor and Maidenhead 008,4718,310,464,378,501,137,56,73,35,579,1909,9160
E02003429,Windsor and Maidenhead 009,3984,112,318,386,348,104,68,54,26,442,1901,7743
E02003430,Windsor and Maidenhead 010,3871,557,306,256,286,116,73,25,30,447,1557,7524
E02003431,Windsor and Maidenhead 011,3436,107,396,418,365,173,88,25,22,466,1508,7004
E02003432,Windsor and Maidenhead 012,3176,501,174,281,257,116,88,18,26,414,2044,7095
E02003433,Windsor and Maidenhead 013,3330,201,488,385,295,112,86,20,29,419,1106,6471
E02003434,Windsor and Maidenhead 014,4756,542,358,456,385,133,67,20,39,678,1755,9189
E02003435,Windsor and Maidenhead 015,3435,330,199,352,249,131,100,32,24,322,1969,7143
E02003436,Windsor and Maidenhead 016,4541,167,374,587,472,169,85,31,45,589,1973,9033
E02003437,Windsor and Maidenhead 017,3825,201,243,242,404,111,75,46,22,375,1883,7427
E02003438,Windsor and Maidenhead 018,6262,333,174,360,487,139,113,49,40,477,2797,11231
E02003439,Wokingham 001,2975,123,91,220,245,43,35,50,17,269,1459,5527
E02003440,Wokingham 002,4646,181,227,578,335,110,53,116,22,409,2596,9273
E02003441,Wokingham 003,3983,226,405,351,255,122,44,52,27,473,1736,7674
E02003442,Wokingham 004,3908,220,352,599,330,150,64,73,19,450,2325,8490
E02003443,Wokingham 005,3903,286,437,317,157,106,41,38,24,467,1207,6983
E02003444,Wokingham 006,4737,419,648,317,232,136,57,72,40,522,2193,9373
E02003445,Wokingham 007,4394,355,565,409,248,168,65,48,31,580,1911,8774
E02003446,Wokingham 008,5538,284,587,273,219,109,50,72,63,375,2235,9805
E02003447,Wokingham 009,5156,290,558,602,320,217,76,95,49,577,2778,10718
E02003448,Wokingham 010,3969,212,282,498,241,139,43,66,18,432,2218,8118
E02003449,Wokingham 011,3270,239,581,336,274,142,58,50,27,493,2018,7488
E02003450,Wokingham 012,6163,396,867,656,439,262,122,106,57,780,3344,13192
E02003451,Wokingham 013,4863,549,260,444,436,165,37,59,32,561,2312,9718
E02003452,Wokingham 014,4464,310,369,331,452,174,62,66,25,464,2775,9492
E02003453,Wokingham 015,3444,189,226,368,183,105,39,50,17,300,2059,6980
E02003454,Wokingham 016,4384,432,170,428,243,122,38,59,28,446,2401,8751
E02003455,Wokingham 017,4870,155,317,807,411,209,117,127,68,656,2907,10644
E02003456,Wokingham 018,3979,114,300,645,412,155,70,61,43,544,1947,8270
E02003457,Wokingham 019,4995,147,386,415,376,126,38,69,35,393,2822,9802
E02003458,Wokingham 020,4392,256,298,342,344,154,43,46,29,411,2109,8424
E02003459,Milton Keynes 001,4652,338,100,164,951,99,73,59,94,462,2012,9004
E02003460,Milton Keynes 002,5776,170,366,794,623,187,51,80,142,733,2754,11676
E02003461,Milton Keynes 003,4007,258,250,733,171,104,43,48,74,461,1330,7479
E02003462,Milton Keynes 004,3809,386,255,878,237,111,52,34,74,530,1742,8108
E02003463,Milton Keynes 005,3576,259,508,573,116,84,25,43,53,408,1167,6812
E02003464,Milton Keynes 006,3842,239,663,618,145,94,29,51,85,484,818,7068
E02003465,Milton Keynes 007,3068,183,511,385,118,126,30,38,67,335,1212,6073
E02003466,Milton Keynes 008,3684,399,521,675,168,125,33,61,106,531,1486,7789
E02003467,Milton Keynes 009,3530,269,628,612,138,104,30,35,62,397,781,6586
E02003468,Milton Keynes 010,4392,317,365,679,353,139,40,47,93,506,1689,8620
E02003469,Milton Keynes 011,2880,216,511,386,62,92,32,37,71,338,1102,5727
E02003470,Milton Keynes 012,3757,309,399,521,154,70,18,30,54,446,440,6198
E02003471,Milton Keynes 013,3419,395,556,557,110,99,37,33,63,417,942,6628
E02003472,Milton Keynes 014,4543,649,1037,873,197,175,53,42,140,698,1798,10205
E02003473,Milton Keynes 015,2725,219,472,407,81,71,14,36,75,310,1198,5608
E02003474,Milton Keynes 016,4374,454,1140,442,149,136,48,51,124,473,1625,9016
E02003476,Milton Keynes 018,4904,687,1129,492,132,111,25,39,97,560,612,8788
E02003478,Milton Keynes 020,3322,306,560,406,93,90,22,41,118,336,1547,6841
E02003479,Milton Keynes 021,4000,634,812,511,103,127,37,37,95,453,872,7681
E02003480,Milton Keynes 022,3633,412,833,664,207,130,44,76,86,452,1615,8152
E02003481,Milton Keynes 023,4768,547,862,454,105,128,40,36,82,518,835,8375
E02003482,Milton Keynes 024,4094,269,421,645,338,153,54,76,122,455,2115,8742
E02003483,Milton Keynes 025,5072,397,866,804,189,202,55,71,155,562,2842,11215
E02003484,Milton Keynes 026,3513,257,844,453,97,119,36,42,86,400,1306,7153
E02003485,Milton Keynes 027,4396,505,876,530,89,155,39,53,80,527,1015,8265
E02003486,Milton Keynes 028,4688,287,867,767,177,195,46,65,121,539,2437,10189
E02003487,Milton Keynes 029,4019,225,803,532,125,116,31,37,72,470,958,7388
E02003488,Milton Keynes 030,4478,665,509,747,168,116,45,52,99,563,1028,8470
E02003489,Milton Keynes 031,3901,278,553,663,158,111,49,57,100,513,1256,7639
E02003490,Milton Keynes 032,6164,342,695,1197,381,157,97,95,125,687,1262,11202
E02003491,Brighton and Hove 001,3996,288,690,279,185,68,59,25,37,739,1423,7789
E02003492,Brighton and Hove 002,7311,222,599,339,139,81,34,36,151,562,642,10116
E02003493,Brighton and Hove 003,4245,197,708,199,202,74,69,28,62,537,1741,8062
E02003494,Brighton and Hove 004,3394,240,590,113,162,49,36,20,70,427,1536,6637
E02003495,Brighton and Hove 005,3590,263,570,567,260,67,44,13,39,696,1046,7155
E02003496,Brighton and Hove 006,4442,341,581,331,203,30,50,34,40,603,1093,7748
E02003497,Brighton and Hove 007,3961,279,593,185,190,38,41,28,74,405,1784,7578
E02003498,Brighton and Hove 008,5204,437,842,119,129,51,52,21,62,633,997,8547
E02003499,Brighton and Hove 009,4627,292,895,210,168,55,48,23,59,702,770,7849
E02003500,Brighton and Hove 010,3775,464,679,90,184,58,54,32,84,407,2242,8069
E02003501,Brighton and Hove 011,3825,405,724,109,234,72,53,40,104,410,2409,8385
E02003502,Brighton and Hove 012,4051,357,467,603,263,66,52,15,41,652,1211,7778
E02003503,Brighton and Hove 013,4781,540,600,393,226,52,55,25,55,735,1619,9081
E02003504,Brighton and Hove 014,3663,794,551,93,207,65,75,22,81,422,2583,8556
E02003505,Brighton and Hove 015,4220,1029,530,102,208,82,51,32,113,541,2058,8966
E02003506,Brighton and Hove 016,3197,429,543,154,200,50,60,30,78,413,2010,7164
E02003507,Brighton and Hove 017,5267,252,776,605,207,132,95,40,63,884,1449,9770
E02003508,Brighton and Hove 018,4248,721,676,154,206,66,52,32,113,548,1885,8701
E02003509,Brighton and Hove 019,3638,663,843,141,225,60,120,35,106,552,2509,8892
E02003510,Brighton and Hove 020,3717,837,546,87,225,43,77,21,115,455,2525,8648
E02003511,Brighton and Hove 021,4212,434,618,413,225,69,76,26,85,640,1850,8648
E02003512,Brighton and Hove 022,4313,968,436,121,215,69,40,28,124,476,2164,8954
E02003513,Brighton and Hove 023,3494,357,411,167,111,40,36,22,58,341,1453,6490
E02003514,Brighton and Hove 024,3131,1062,481,107,193,40,72,23,127,462,2768,8466
E02003515,Brighton and Hove 025,5514,753,718,231,179,58,59,18,47,727,784,9088
E02003516,Brighton and Hove 026,2949,890,577,126,251,43,73,29,106,524,2610,8178
E02003517,Brighton and Hove 027,4907,1464,498,160,211,55,51,16,141,486,2748,10737
E02003518,Brighton and Hove 028,3359,491,636,132,208,52,75,33,74,484,2030,7574
E02003519,Brighton and Hove 029,2906,1173,558,121,205,45,67,26,112,550,2475,8238
E02003520,Brighton and Hove 030,4583,1277,392,169,176,53,60,22,105,574,1760,9171
E02003521,Brighton and Hove 031,3816,1097,380,170,175,67,52,34,108,399,1781,8079
E02003522,Brighton and Hove 032,3898,630,499,215,165,60,77,51,99,497,1615,7806
E02003523,Brighton and Hove 033,5576,175,293,861,233,199,75,23,67,730,1925,10157
E02003524,Portsmouth 001,4521,590,585,638,161,145,32,22,44,871,507,8116
E02003525,Portsmouth 002,3530,760,402,425,124,110,23,16,32,653,368,6443
E02003526,Portsmouth 003,3697,464,453,464,132,81,26,30,51,462,971,6831
E02003527,Portsmouth 004,3234,382,494,555,141,123,25,24,52,568,785,6383
E02003529,Portsmouth 006,4007,734,641,597,169,117,37,37,63,751,1174,8327
E02003530,Portsmouth 007,3948,588,948,369,164,147,35,25,51,731,859,7865
E02003531,Portsmouth 008,3586,607,945,391,136,148,40,37,47,818,962,7717
E02003532,Portsmouth 009,3765,518,1108,312,150,179,50,21,80,740,949,7872
E02003533,Portsmouth 010,2992,323,813,239,107,116,58,15,44,588,493,5788
E02003534,Portsmouth 011,4176,730,1179,380,177,217,74,27,65,861,1008,8894
E02003535,Portsmouth 012,4668,976,1156,380,189,230,59,47,60,903,996,9664
E02003536,Portsmouth 013,5241,657,619,222,109,148,30,14,50,602,320,8012
E02003537,Portsmouth 014,5013,789,1069,551,211,196,62,50,83,996,1238,10258
E02003538,Portsmouth 015,5316,1039,853,585,222,255,62,36,98,929,960,10355
E02003540,Portsmouth 017,4911,557,859,556,216,141,55,22,77,758,1282,9434
E02003541,Portsmouth 018,7376,948,348,488,201,158,32,20,130,522,712,10935
E02003542,Portsmouth 019,4304,871,527,500,237,175,46,49,102,636,1384,8831
E02003543,Portsmouth 020,4673,860,438,419,208,166,46,28,129,591,1226,8784
E02003544,Portsmouth 021,2829,462,577,444,179,135,51,36,60,471,1075,6319
E02003545,Portsmouth 022,3194,672,287,421,177,138,28,26,64,474,1266,6747
E02003546,Portsmouth 023,3848,386,663,495,261,127,65,27,71,640,1342,7925
E02003547,Portsmouth 024,4188,575,399,483,222,138,41,45,80,504,1414,8089
E02003548,Portsmouth 025,2867,503,400,368,178,113,36,19,79,430,1173,6166
E02003549,Southampton 001,5210,207,693,259,138,66,32,34,108,506,1242,8495
E02003550,Southampton 002,4060,905,691,436,204,73,66,33,46,571,800,7885
E02003551,Southampton 003,4061,173,553,266,139,37,48,34,79,490,610,6490
E02003552,Southampton 004,3273,728,522,344,152,48,34,33,35,543,423,6135
E02003553,Southampton 005,4488,282,647,284,154,52,48,37,55,564,666,7277
E02003554,Southampton 006,3119,670,465,208,123,60,38,27,46,425,892,6073
E02003555,Southampton 007,4391,1011,786,487,227,100,59,40,38,779,783,8701
E02003556,Southampton 008,2848,234,611,392,162,68,24,21,34,532,824,5750
E02003557,Southampton 009,3930,276,539,190,127,47,51,29,55,294,1264,6802
E02003558,Southampton 010,3686,1167,579,302,145,63,54,36,50,578,591,7251
E02003559,Southampton 011,3880,861,542,295,157,74,42,34,44,473,1435,7837
E02003560,Southampton 012,4191,565,760,379,229,67,51,26,37,747,417,7469
E02003561,Southampton 013,4534,425,657,341,168,56,49,41,76,593,983,7923
E02003562,Southampton 014,3845,445,894,511,250,96,47,40,53,769,1366,8316
E02003563,Southampton 015,3962,972,744,355,221,78,51,25,41,663,903,8015
E02003564,Southampton 016,4348,303,806,598,195,73,46,41,45,732,899,8086
E02003565,Southampton 017,3530,512,577,290,134,65,60,46,86,493,963,6756
E02003566,Southampton 018,3446,277,496,544,163,63,25,27,30,654,681,6406
E02003567,Southampton 019,4198,742,893,397,205,58,50,32,61,691,736,8063
E02003568,Southampton 020,3519,737,787,439,262,94,77,44,74,592,1637,8262
E02003569,Southampton 021,3397,749,855,471,256,86,77,47,63,725,1090,7816
E02003570,Southampton 022,6819,1136,688,515,215,94,72,62,101,983,924,11609
E02003571,Southampton 023,4968,904,658,342,191,64,59,42,109,523,1105,8965
E02003572,Southampton 024,3088,307,529,466,153,63,27,24,29,546,947,6179
E02003573,Southampton 025,4510,338,554,666,211,50,51,27,41,783,643,7874
E02003574,Southampton 026,3829,310,757,611,213,66,35,43,35,829,930,7658
E02003575,Southampton 027,3787,285,544,530,139,36,21,27,40,646,479,6534
E02003576,Southampton 028,3976,486,807,688,217,71,33,46,52,786,965,8127
E02003578,Southampton 030,3010,270,611,592,175,61,25,42,30,710,811,6337
E02003579,Southampton 031,4356,445,840,931,263,121,43,62,53,911,1559,9584
E02003580,Southampton 032,3673,203,558,452,193,74,23,26,28,548,420,6198
E02003581,Isle of Wight 001,4040,740,294,797,391,21,8,22,51,521,912,7797
E02003582,Isle of Wight 002,4724,552,632,598,431,23,8,19,57,597,941,8582
E02003583,Isle of Wight 003,4592,475,496,654,285,19,3,13,36,482,654,7709
E02003584,Isle of Wight 004,3452,529,150,411,445,34,3,35,42,427,598,6126
E02003585,Isle of Wight 005,4012,213,372,719,118,40,2,23,41,415,642,6597
E02003586,Isle of Wight 006,4532,485,217,894,144,33,5,58,46,566,712,7692
E02003587,Isle of Wight 007,5023,819,167,623,579,38,4,48,55,602,615,8573
E02003588,Isle of Wight 008,5414,1130,558,539,293,32,11,30,46,632,581,9266
E02003589,Isle of Wight 009,3830,1307,371,352,367,22,17,23,23,602,497,7411
E02003590,Isle of Wight 010,4701,209,163,233,519,25,30,29,58,464,896,7327
E02003591,Isle of Wight 011,5227,1138,445,609,442,22,21,28,46,621,815,9414
E02003592,Isle of Wight 012,6267,540,183,64,743,262,39,8,56,673,861,9696
E02003593,Isle of Wight 013,3058,138,220,335,387,40,16,4,28,394,638,5258
E02003594,Isle of Wight 014,5509,473,439,525,815,33,3,30,54,697,724,9302
E02003595,Isle of Wight 015,4922,346,247,503,549,44,12,28,35,591,746,8023
E02003596,Isle of Wight 016,5351,545,232,310,778,46,5,26,46,633,739,8711
E02003597,Isle of Wight 017,3358,83,119,433,473,32,15,17,22,473,677,5702
E02003598,Isle of Wight 018,4537,326,167,168,698,46,13,37,38,570,674,7274
E02003599,Central Bedfordshire 001,2828,330,73,377,363,219,151,77,73,435,820,5746
E02003600,Central Bedfordshire 002,3222,295,148,285,396,258,134,87,76,518,1008,6427
E02003601,Central Bedfordshire 003,3971,173,220,373,433,361,186,126,86,674,1553,8156
E02003602,Central Bedfordshire 004,3276,75,257,251,374,269,139,81,63,546,1233,6564
E02003603,Central Bedfordshire 005,5269,772,302,344,699,390,251,185,161,973,1968,11314
E02003604,Central Bedfordshire 006,5153,667,161,306,743,454,302,175,171,829,2267,11228
E02003605,Central Bedfordshire 007,5378,267,191,494,655,282,108,91,126,649,2052,10293
E02003606,Central Bedfordshire 008,4652,109,259,468,725,259,84,85,108,699,1871,9319
E02003607,Central Bedfordshire 009,5294,162,304,653,946,309,146,122,139,847,2284,11206
E02003608,Central Bedfordshire 010,5689,218,515,701,745,394,244,197,92,1046,2343,12184
E02003609,Central Bedfordshire 011,5524,516,203,524,1190,305,155,174,142,889,2223,11845
E02003610,Central Bedfordshire 012,4298,413,231,192,836,139,82,87,101,610,1983,8972
E02003611,Central Bedfordshire 013,4789,194,275,606,693,278,132,153,71,729,1967,9887
