Middle layer Super Output Areas Code,Middle layer Super Output Areas,Owns_outright,Owns_with_a_mortgage_or_loan,Shared_ownership,Social_rented_Rents_from_council_or_Local_Authority,Other_social_rented,Private_rented_Private_landlord_or_letting_agency,Other_private_rented,Lives_rent_free
E02006373,Mole Valley 012,1227,985,27,46,303,429,75,0
E02006374,Mole Valley 013,1268,973,27,39,288,289,73,0
E02006375,Reigate and Banstead 001,1085,1125,7,15,130,181,21,0
E02006376,Reigate and Banstead 002,1543,1121,26,48,184,383,44,0
E02006377,Reigate and Banstead 003,1111,949,5,21,102,164,22,0
E02006378,Reigate and Banstead 004,1282,1474,54,31,209,265,49,1
E02006379,Reigate and Banstead 005,593,1031,122,110,715,205,33,3
E02006380,Reigate and Banstead 006,1431,1067,4,17,81,264,37,0
E02006381,Reigate and Banstead 007,1264,1167,13,20,105,271,48,0
E02006382,Reigate and Banstead 008,652,1015,53,148,520,250,30,0
E02006383,Reigate and Banstead 009,1491,1532,19,11,126,749,91,0
E02006384,Reigate and Banstead 010,1273,1295,100,154,633,967,77,1
E02006385,Reigate and Banstead 011,1029,1710,120,33,382,1384,85,7
E02006386,Reigate and Banstead 012,1068,1252,30,26,307,585,65,0
E02006387,Reigate and Banstead 013,831,938,33,86,514,220,29,0
E02006388,Reigate and Banstead 014,1092,1482,31,75,444,613,61,0
E02006389,Reigate and Banstead 015,1027,1045,12,102,354,246,57,0
E02006390,Reigate and Banstead 016,1236,1707,151,114,517,304,46,2
E02006391,Reigate and Banstead 017,998,1309,80,8,130,438,42,0
E02006392,Reigate and Banstead 018,1193,1153,107,60,371,994,70,2
E02006393,Runnymede 001,739,688,25,206,131,1000,51,6
E02006394,Runnymede 002,901,834,43,405,273,939,93,4
E02006395,Runnymede 003,1094,1432,29,528,176,557,61,8
E02006396,Runnymede 004,1123,769,20,126,73,278,56,1
E02006397,Runnymede 005,975,860,39,65,42,423,82,0
E02006398,Runnymede 006,938,1364,47,432,238,694,72,6
E02006399,Runnymede 007,1711,1965,85,279,243,738,89,6
E02006400,Runnymede 008,926,757,12,55,207,325,93,0
E02006401,Runnymede 009,1408,1464,187,436,301,606,78,3
E02006402,Runnymede 010,1616,1577,20,239,44,348,68,4
E02006403,Spelthorne 001,585,775,73,105,593,532,45,1
E02006404,Spelthorne 002,579,945,78,109,569,434,50,2
E02006405,Spelthorne 003,1540,1691,35,58,189,846,79,1
E02006406,Spelthorne 004,949,1139,36,52,412,1337,83,2
E02006407,Spelthorne 005,1382,1378,19,60,304,475,60,0
E02006408,Spelthorne 006,1195,1379,65,32,290,674,70,2
E02006409,Spelthorne 007,820,922,32,94,559,243,34,2
E02006410,Spelthorne 008,785,1071,63,102,633,551,45,5
E02006411,Spelthorne 009,1316,1152,16,15,133,398,30,0
E02006412,Spelthorne 010,1241,1145,50,45,194,425,61,2
E02006413,Spelthorne 011,1065,928,19,44,288,243,41,1
E02006414,Spelthorne 012,1015,964,27,34,266,192,37,3
E02006415,Spelthorne 013,1504,999,20,20,95,434,70,1
E02006416,Surrey Heath 001,1514,1294,21,45,236,361,81,1
E02006417,Surrey Heath 002,881,963,28,40,274,342,56,0
E02006418,Surrey Heath 003,1291,1051,7,18,103,283,41,0
E02006419,Surrey Heath 004,774,962,35,136,736,461,139,3
E02006420,Surrey Heath 005,1289,1156,6,9,36,506,86,0
E02006421,Surrey Heath 006,1319,1593,97,18,164,325,60,0
E02006422,Surrey Heath 007,985,1073,19,12,60,282,24,0
E02006423,Surrey Heath 008,1190,1489,80,103,654,946,129,5
E02006424,Surrey Heath 009,1066,1046,6,9,64,208,29,1
E02006425,Surrey Heath 010,874,863,9,40,359,324,51,4
E02006426,Surrey Heath 011,946,868,32,9,120,244,33,0
E02006427,Surrey Heath 012,1026,1138,20,37,167,325,190,0
E02006429,Tandridge 002,1174,1385,170,108,139,577,64,0
E02006430,Tandridge 003,1148,1588,68,184,318,385,63,2
E02006431,Tandridge 004,1578,1734,37,237,133,742,108,0
E02006432,Tandridge 005,957,899,8,130,39,231,39,0
E02006433,Tandridge 006,1661,1360,18,218,70,454,90,0
E02006434,Tandridge 007,831,924,30,362,161,216,30,4
E02006435,Tandridge 008,893,889,23,271,112,246,61,1
E02006436,Tandridge 009,871,920,11,332,117,220,65,2
E02006437,Tandridge 010,1399,1181,18,292,122,316,85,0
E02006438,Tandridge 011,1424,1208,22,102,166,307,105,2
E02006439,Waverley 001,1013,975,40,220,111,283,48,3
E02006440,Waverley 002,1162,1094,8,101,187,298,37,0
E02006441,Waverley 003,1183,867,72,463,208,855,78,6
E02006442,Waverley 004,1068,911,5,72,16,286,39,1
E02006443,Waverley 005,946,1009,47,616,143,440,61,7
E02006444,Waverley 006,975,1041,29,360,65,284,33,2
E02006445,Waverley 007,1084,1223,23,120,85,831,135,0
E02006446,Waverley 008,1195,966,28,305,28,249,62,2
E02006447,Waverley 009,1049,972,46,133,97,262,45,0
E02006448,Waverley 010,1064,1131,20,261,77,298,33,1
E02006449,Waverley 011,1225,942,53,351,72,296,54,3
E02006450,Waverley 012,1076,1002,41,184,64,260,135,1
E02006451,Waverley 013,2122,1395,134,417,243,466,131,1
E02006453,Waverley 015,1551,1042,47,262,130,288,109,5
E02006454,Waverley 016,1081,956,16,299,98,336,51,0
E02006455,Waverley 017,798,880,11,295,41,402,50,3
E02006456,Woking 001,1107,1283,25,296,77,408,52,3
E02006457,Woking 002,1581,1408,5,59,81,497,103,3
E02006458,Woking 003,1466,1264,5,108,153,485,51,1
E02006459,Woking 004,680,942,35,618,181,928,92,13
E02006460,Woking 005,1143,1174,64,569,156,761,62,3
E02006461,Woking 006,1081,894,10,48,95,570,70,0
E02006462,Woking 007,1079,1249,59,204,136,589,58,1
E02006463,Woking 008,1109,1305,32,186,238,2058,106,5
E02006464,Woking 009,941,1037,22,258,191,400,42,5
E02006465,Woking 010,980,895,5,14,86,469,40,0
E02006466,Woking 011,1009,1607,31,543,359,545,57,2
E02006467,Woking 012,1076,1222,46,61,76,254,42,0
E02006534,Adur 001,1510,1299,11,364,35,325,65,3
E02006535,Adur 002,1475,1085,22,51,62,275,49,0
E02006536,Adur 003,1293,1118,10,111,52,249,73,5
E02006537,Adur 004,1237,1251,34,853,335,567,87,2
E02006538,Adur 005,1738,1295,78,169,148,842,84,3
E02006539,Adur 006,1261,1016,10,386,72,292,71,6
E02006540,Adur 007,1058,738,9,218,207,326,52,5
E02006541,Adur 008,1530,1038,11,280,94,659,77,4
E02006542,Arun 001,1216,682,8,129,101,403,102,2
E02006543,Arun 002,1190,737,14,180,34,277,59,0
E02006544,Arun 003,2073,1649,53,214,131,529,78,7
E02006545,Arun 004,1276,1575,195,516,480,672,70,5
E02006546,Arun 005,1990,1517,91,297,281,459,68,3
E02006547,Arun 006,1171,877,58,137,196,233,46,3
E02006548,Arun 007,1786,1381,45,102,159,687,86,2
E02006549,Arun 008,1957,689,11,30,30,241,46,1
E02006550,Arun 009,2200,1092,20,167,179,480,79,7
E02006551,Arun 010,2705,717,24,56,178,427,80,2
E02006552,Arun 011,983,638,37,94,224,1545,107,2
E02006553,Arun 012,1550,1420,106,88,219,595,70,1
E02006554,Arun 013,1700,818,17,102,47,392,62,3
E02006555,Arun 014,932,836,23,363,294,708,73,5
E02006556,Arun 015,2336,1312,27,59,211,499,68,0
E02006557,Arun 016,763,853,37,397,297,597,65,7
E02006558,Arun 017,1381,774,50,176,231,2287,143,5
E02006559,Arun 018,2538,841,3,17,33,361,56,1
E02006560,Arun 019,2435,1177,15,85,240,410,62,1
E02006561,Chichester 001,1034,886,23,61,337,231,74,2
E02006562,Chichester 002,1129,858,17,22,213,220,71,0
E02006563,Chichester 003,1048,703,7,48,267,264,91,0
E02006564,Chichester 004,1510,891,48,93,584,582,108,1
E02006565,Chichester 005,1460,751,13,75,420,638,196,1
E02006566,Chichester 006,1692,824,55,58,452,487,100,5
E02006567,Chichester 007,1492,921,36,94,323,388,89,3
E02006568,Chichester 008,1488,816,184,224,1385,1117,173,6
E02006569,Chichester 009,1744,884,64,26,302,452,250,3
E02006570,Chichester 010,1548,692,53,82,632,1228,111,3
E02006571,Chichester 011,1656,961,44,49,333,517,77,0
E02006572,Chichester 012,1533,1212,110,136,985,648,101,3
E02006573,Chichester 013,2634,1176,61,52,463,672,158,0
E02006574,Chichester 014,2747,1083,38,38,406,645,120,0
E02006575,Crawley 001,701,848,32,574,274,514,59,11
E02006576,Crawley 002,1225,1927,24,355,64,543,48,8
E02006577,Crawley 003,792,1030,72,988,100,480,60,19
E02006578,Crawley 004,955,1076,110,832,303,1648,103,17
E02006579,Crawley 005,904,1028,47,453,128,690,40,11
E02006580,Crawley 006,978,1143,19,561,80,419,53,11
E02006581,Crawley 007,954,1149,61,555,464,957,73,4
E02006582,Crawley 008,993,1316,39,30,87,477,34,1
E02006583,Crawley 009,1143,1246,31,533,106,700,41,10
E02006584,Crawley 010,488,896,40,986,83,406,34,14
E02006585,Crawley 011,804,952,19,825,58,357,54,14
E02006586,Crawley 012,479,919,20,642,42,525,36,4
E02006587,Crawley 013,526,893,47,634,675,635,31,8
E02006588,Horsham 001,1268,1575,137,44,566,797,95,3
E02006589,Horsham 002,1983,1776,63,21,265,479,47,1
E02006590,Horsham 003,1335,1221,48,73,473,585,77,1
E02006591,Horsham 004,1268,1236,27,48,373,621,79,3
E02006592,Horsham 005,1111,910,31,25,202,204,78,0
E02006593,Horsham 006,1459,1313,89,128,1003,1136,102,5
E02006594,Horsham 007,1459,1814,101,59,480,554,62,2
E02006595,Horsham 008,1570,1093,32,16,141,377,129,1
E02006596,Horsham 009,1417,1561,122,36,310,281,46,2
E02006597,Horsham 010,1743,1854,167,71,597,613,106,0
E02006598,Horsham 011,1002,788,9,12,144,239,64,0
E02006599,Horsham 012,1893,858,16,14,106,170,47,2
E02006600,Horsham 013,1888,1207,53,113,767,541,101,3
E02006601,Horsham 014,1613,1080,82,60,574,406,78,1
E02006602,Horsham 015,1459,1203,78,39,241,333,77,0
E02006603,Horsham 016,2011,1100,19,19,136,459,73,0
E02006604,Mid Sussex 001,1794,1813,56,89,879,1214,104,0
E02006605,Mid Sussex 002,965,978,23,7,140,295,68,0
E02006606,Mid Sussex 003,1463,1303,41,10,134,414,46,1
E02006607,Mid Sussex 004,1475,1238,17,14,133,295,47,0
E02006608,Mid Sussex 005,1238,952,43,11,188,145,32,0
E02006609,Mid Sussex 006,1129,961,11,12,254,276,92,0
E02006610,Mid Sussex 007,1037,1142,46,14,330,491,126,0
E02006611,Mid Sussex 008,2061,1738,44,23,263,456,67,0
E02006612,Mid Sussex 009,1430,1736,79,38,446,1554,114,1
E02006613,Mid Sussex 010,893,1057,47,58,747,441,39,0
E02006614,Mid Sussex 011,1680,1998,132,45,652,655,62,0
E02006615,Mid Sussex 012,900,1213,53,10,219,361,25,0
E02006616,Mid Sussex 013,1457,1678,84,22,421,350,47,1
E02006617,Mid Sussex 014,1269,1248,30,53,681,705,82,0
E02006618,Mid Sussex 015,1280,989,28,7,61,182,29,0
E02006619,Mid Sussex 016,1205,1236,41,29,484,367,100,0
E02006620,Mid Sussex 017,1985,1474,34,16,322,366,59,0
E02006621,Worthing 001,1955,1109,7,21,41,196,30,0
E02006622,Worthing 002,1477,1158,9,56,273,404,56,0
E02006623,Worthing 003,1243,1058,16,130,522,433,53,0
E02006624,Worthing 004,1270,1238,4,4,23,292,31,0
E02006625,Worthing 005,1093,1358,27,25,130,614,58,0
E02006626,Worthing 006,892,1453,102,207,743,450,63,5
E02006627,Worthing 007,1609,1495,35,104,311,626,66,1
E02006628,Worthing 008,979,1331,20,89,376,1081,84,0
E02006629,Worthing 009,1026,1005,15,159,376,644,74,2
E02006630,Worthing 010,1327,923,23,97,392,1662,93,4
E02006631,Worthing 011,1297,1058,29,72,383,2466,139,2
E02006632,Worthing 012,1732,1191,19,28,90,736,94,0
E02006633,Worthing 013,2150,1011,9,59,131,408,69,1
E02006782,Bromley 040,1028,1131,31,46,537,377,46,2
E02006783,Lewisham 037,414,770,17,324,778,549,37,6
E02006784,Lewisham 038,597,845,23,262,863,470,64,2
E02006785,Bexley 029,886,941,25,70,315,296,40,1
E02006786,Greenwich 033,571,727,49,562,376,508,75,5
E02006787,Bromley 041,1034,1258,34,30,249,446,40,0
E02006788,Croydon 045,558,990,12,635,275,373,47,4
E02006789,Bromley 042,1471,886,16,13,132,198,72,0
E02006790,Tandridge 012,1390,1115,9,257,65,275,44,4
E02006791,Ealing 040,647,979,37,271,210,1241,58,6
E02006792,Hounslow 029,953,837,33,303,144,1773,100,5
E02006793,Enfield 037,414,510,45,891,540,901,53,36
E02006794,Haringey 037,242,296,164,838,592,898,70,25
E02006795,Harrow 032,879,868,11,47,33,745,60,1
E02006796,Hillingdon 033,1025,1274,37,264,70,835,67,7
E02006798,Lewisham 039,268,642,52,1041,578,1093,88,12
E02006799,Barking and Dagenham 023,537,1101,75,886,302,912,69,8
E02006800,Redbridge 034,1066,1140,42,194,191,1727,145,9
E02006801,Lambeth 036,405,364,53,603,770,1378,134,5
E02006802,Southwark 034,349,527,183,1066,611,1097,100,6
E02006821,Portsmouth 026,1048,1003,8,81,50,280,150,3
E02006822,Havant 018,1578,1408,25,143,243,341,69,2
E02006823,Buckinghamshire 039,1697,1258,22,28,205,268,53,0
E02006824,Buckinghamshire 036,1732,1490,17,20,206,283,54,0
E02006825,East Cambridgeshire 011,1094,727,42,37,287,286,262,0
E02006826,West Suffolk 015,1355,1029,22,331,529,1336,198,3
E02006829,East Hampshire 016,1504,1092,64,20,176,294,57,1
E02006830,Havant 019,766,799,59,550,296,269,46,10
E02006831,Havant 020,1381,926,6,28,108,212,28,0
E02006832,Sevenoaks 016,998,855,33,28,159,340,50,0
E02006833,Tonbridge and Malling 014,1786,1872,109,112,657,499,111,1
E02006836,Sutton 025,1319,1286,35,28,50,449,45,0
E02006837,Epsom and Ewell 010,1813,1747,33,13,228,529,77,0
E02006838,East Hampshire 017,1529,981,25,45,153,209,52,1
E02006839,Waverley 018,1447,1191,24,193,105,362,109,4
E02006853,Tower Hamlets 032,318,596,130,194,1317,2356,126,3
E02006854,Tower Hamlets 033,337,526,78,94,416,1974,101,2
E02006855,Canterbury 019,456,560,26,431,161,852,55,11
E02006856,Canterbury 020,1178,796,63,447,283,2064,146,4
E02006857,Eastbourne 013,1579,1130,18,235,206,693,76,2
E02006858,Eastbourne 014,1341,714,28,21,206,900,61,0
E02006859,Thurrock 019,362,1398,5,7,16,815,47,0
E02006873,South Cambridgeshire 020,511,1469,282,61,532,608,47,2
E02006874,South Cambridgeshire 021,1129,1646,130,210,447,401,63,4
E02006877,Peterborough 022,1043,1725,91,102,518,822,82,1
E02006878,Peterborough 023,620,2107,126,154,540,996,68,3
E02006879,Folkestone and Hythe 014,558,401,29,259,255,1954,83,6
E02006880,Folkestone and Hythe 015,959,648,6,38,117,1650,89,0
E02006882,Harrow 033,1845,1331,53,91,46,937,91,2
E02006886,Vale of White Horse 016,1912,1730,125,93,726,571,477,1
E02006907,Norwich 014,676,636,27,303,565,1961,136,4
E02006908,Norwich 015,649,573,13,576,312,838,52,3
E02006918,Hackney 028,234,464,95,593,766,964,47,6
E02006921,Hackney 029,213,262,19,657,749,808,71,5
E02006922,Colchester 022,2364,1841,26,497,227,836,88,7
E02006924,Redbridge 035,1273,1246,18,98,130,1210,116,6
E02006925,Redbridge 036,1482,1638,5,88,66,827,75,6
E02006926,Thurrock 020,644,1543,10,25,23,544,52,1
E02006927,Greenwich 034,1058,1306,196,690,548,1207,77,4
E02006928,Greenwich 035,332,961,252,824,890,1916,89,3
E02006930,Greenwich 037,522,1335,164,397,512,1218,79,0
E02006931,Greenwich 038,734,1027,35,750,447,1050,85,6
E02006937,Luton 022,444,544,34,352,299,2239,121,8
E02006938,Luton 023,108,140,12,668,201,1756,67,12
E02006939,Reading 019,235,446,84,131,273,2140,67,3
E02006940,Reading 020,308,574,53,134,396,2054,83,6
E02006941,Southwark 035,459,483,22,150,55,1688,127,1
E02006942,Southwark 036,290,568,67,730,303,1296,105,5
E02006953,Barnet 042,321,777,153,66,528,1906,97,9
E02006954,Barnet 043,576,732,154,181,582,1397,94,4
E02006955,Brent 035,185,322,131,103,405,1472,89,3
E02006956,Brent 036,711,459,31,69,201,962,66,6
E02006968,Ealing 041,899,651,16,44,343,1478,129,0
E02006969,Ealing 042,391,452,93,107,248,1605,73,7
E02006970,Ealing 043,333,388,80,68,166,888,101,5
E02006971,Ealing 044,590,428,31,74,233,785,80,2
E02006972,Hounslow 030,292,384,87,601,252,668,44,6
E02006973,Hounslow 031,537,720,122,895,364,1006,61,21
E02006975,Portsmouth 027,168,183,57,920,410,842,60,13
E02006976,Portsmouth 028,163,158,49,935,616,321,31,15
E02006978,Chelmsford 022,669,833,69,46,334,1308,95,2
E02006979,Chelmsford 023,537,686,170,50,374,1438,92,1
E02006980,Rochford 011,1483,1228,9,12,56,156,41,0
E02006981,Rochford 012,1511,1212,16,25,184,296,45,0
E02006987,Croydon 046,194,619,158,146,366,2278,112,4
E02006988,Croydon 047,453,758,22,220,281,1494,71,8
E02006991,Greenwich 039,161,654,271,56,418,1614,57,2
E02006992,Greenwich 040,306,1191,147,546,634,892,50,3
E02006993,Greenwich 041,250,780,243,268,657,1354,73,2
E02006994,Greenwich 042,196,473,45,1075,294,1148,40,13
E02006995,Newham 038,75,358,215,98,747,1689,51,4
E02006996,Newham 039,252,579,219,414,344,1264,83,3
E02006997,Newham 040,145,455,199,348,513,1492,68,8
E02006998,Newham 041,183,378,56,740,295,957,46,13
E02006999,Newham 042,245,976,212,193,889,2434,96,2
E02007004,Thurrock 021,311,953,53,353,96,830,48,5
E02007005,Thurrock 022,361,1332,89,272,175,830,56,0
E02007008,Lewisham 040,142,438,146,112,517,1238,65,1
E02007009,Lewisham 041,372,820,83,714,681,1215,95,7
E02007010,Bedford 021,1024,1417,114,67,461,332,49,0
E02007011,Bedford 022,535,1360,190,54,372,230,26,4
E02007012,Milton Keynes 033,448,1064,309,46,421,682,30,0
E02007013,Milton Keynes 034,215,1650,408,56,447,682,33,0
E02007014,Milton Keynes 035,484,812,344,39,317,794,32,0
E02007015,Milton Keynes 036,540,1625,489,103,349,590,42,0
E02007016,Milton Keynes 037,675,1420,350,73,277,419,31,1
E02007017,Redbridge 037,763,1099,37,84,176,535,61,4
E02007018,Redbridge 038,430,702,48,179,263,837,64,7
E02007019,Redbridge 039,255,294,31,127,112,1518,63,8
E02007020,Redbridge 040,730,588,11,171,89,1016,112,6
E02007021,Oxford 020,667,644,20,250,236,805,48,4
E02007032,North Norfolk 015,1493,671,22,92,512,406,52,2
E02007033,North Norfolk 016,1147,783,19,69,330,460,79,1
E02007046,Ashford 015,959,781,26,376,262,457,60,4
E02007047,Ashford 016,735,1512,68,109,172,698,70,0
E02007052,Norwich 016,408,460,8,1373,466,883,83,18
E02007053,Norwich 017,551,320,9,414,463,1072,65,6
E02007054,South Norfolk 016,842,1670,57,62,356,494,61,3
E02007055,South Norfolk 017,1524,956,53,74,444,321,65,0
E02007056,Colchester 023,654,1735,59,104,273,524,38,0
E02007057,Colchester 024,586,1007,26,61,293,1042,60,2
E02007068,Slough 015,268,440,42,169,271,1093,57,5
E02007069,Slough 016,591,496,33,102,164,857,49,5
E02007074,Southampton 033,151,308,69,801,400,1234,43,9
E02007075,Southampton 034,353,666,50,87,137,1693,65,0
E02007076,Test Valley 016,383,1367,220,84,604,256,76,0
E02007077,Test Valley 017,391,1288,235,111,531,235,59,2
E02007078,Test Valley 018,683,533,20,200,514,428,77,4
E02007083,Wandsworth 038,462,518,329,167,325,2146,156,2
E02007084,Wandsworth 039,383,541,91,1342,352,1339,75,11
E02007085,South Cambridgeshire 022,2136,1462,89,293,238,648,116,6
E02007086,Cambridge 015,748,1027,294,369,741,1009,80,3
E02007087,Cambridge 014,547,295,54,144,399,883,108,1
E02007088,North Hertfordshire 016,1296,951,30,117,297,368,98,3
E02007089,North Hertfordshire 017,644,1332,66,64,270,411,30,0
E02007090,St Albans 021,805,839,14,177,270,207,53,2
E02007091,Stevenage 013,1001,1065,10,182,61,344,24,1
E02007092,Welwyn Hatfield 017,746,597,7,477,72,354,39,6
E02007093,East Hertfordshire 019,1317,1087,41,63,428,290,70,0
E02007108,Hackney 030,252,489,49,196,350,1392,69,5
E02007109,Hackney 031,379,545,65,555,713,974,55,17
E02007110,Hackney 032,253,324,85,1022,416,1176,78,7
E02007111,Hackney 033,166,290,66,526,107,1577,72,14
E02007112,Tower Hamlets 034,206,408,62,77,288,1791,84,2
E02007113,Tower Hamlets 035,234,557,90,203,604,1473,107,1
E02007114,Tower Hamlets 036,250,443,93,137,655,1389,65,1
E02007115,Camden 029,460,282,23,1364,888,1289,141,22
E02007116,Oxford 019,512,532,94,270,240,1038,61,5
