Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers_directors_and_senior_officials,2_Professional_occupations,3_Associate_professional_and_technical_occupations,4_Administrative_and_secretarial_occupations,5_Skilled_trades_occupations,6_Caring_leisure_and_other_service_occupations,7_Sales_and_customer_service_occupations,8_Process_plant_and_machine_operatives,9_Elementary_occupations,Does_not_apply,total
E02000001,City of London 001,1104,2349,1027,267,97,152,122,50,178,3232,8578
E02000002,Barking and Dagenham 001,277,533,308,298,414,378,254,300,478,5043,8283
E02000003,Barking and Dagenham 002,512,912,539,567,580,519,427,434,748,6304,11542
E02000004,Barking and Dagenham 003,262,614,350,343,390,302,216,280,357,3526,6640
E02000005,Barking and Dagenham 004,432,784,509,467,558,562,434,449,669,6220,11084
E02000007,Barking and Dagenham 006,301,685,409,382,453,573,366,382,718,5893,10162
E02000008,Barking and Dagenham 007,472,758,535,471,745,684,511,569,956,7551,13252
E02000009,Barking and Dagenham 008,417,806,535,509,634,615,464,528,924,7432,12864
E02000010,Barking and Dagenham 009,304,623,373,399,582,534,320,378,718,5254,9485
E02000011,Barking and Dagenham 010,256,454,300,287,407,343,218,348,486,3930,7029
E02000012,Barking and Dagenham 011,563,1015,558,584,445,461,408,490,500,6486,11510
E02000013,Barking and Dagenham 012,301,574,365,354,518,522,340,388,644,5393,9399
E02000014,Barking and Dagenham 013,323,555,372,377,596,557,355,446,804,5483,9868
E02000015,Barking and Dagenham 014,255,529,338,286,360,495,288,382,578,4716,8227
E02000016,Barking and Dagenham 015,341,932,474,358,372,514,385,355,818,6018,10567
E02000017,Barking and Dagenham 016,345,635,404,345,556,349,344,405,769,4982,9134
E02000018,Barking and Dagenham 017,318,540,364,351,549,512,318,377,659,5563,9551
E02000019,Barking and Dagenham 018,380,678,368,379,482,485,323,424,633,5511,9663
E02000020,Barking and Dagenham 019,538,1151,638,573,705,586,532,568,966,7798,14055
E02000021,Barking and Dagenham 020,268,508,316,364,422,510,299,361,658,5052,8758
E02000022,Barking and Dagenham 021,261,600,430,264,289,429,261,295,525,4386,7740
E02000023,Barking and Dagenham 022,239,538,312,315,270,444,248,298,559,4796,8019
E02000024,Barnet 001,961,1822,913,435,274,331,214,154,219,5518,10841
E02000025,Barnet 002,721,1177,635,408,333,310,213,169,233,4385,8584
E02000026,Barnet 003,542,842,457,331,211,214,147,107,126,3480,6457
E02000027,Barnet 004,595,1152,595,441,376,421,248,242,356,5221,9647
E02000028,Barnet 005,557,985,506,299,233,245,165,109,169,3265,6533
E02000029,Barnet 006,622,1163,638,488,446,407,283,217,358,5055,9677
E02000030,Barnet 007,1104,1227,612,398,257,280,177,128,195,5082,9460
E02000031,Barnet 008,933,1364,600,357,213,202,144,105,171,4240,8329
E02000032,Barnet 009,706,1103,511,428,272,247,201,146,178,4145,7937
E02000033,Barnet 010,645,977,641,427,425,366,276,216,317,4598,8888
E02000034,Barnet 011,726,1181,666,411,373,316,267,192,308,4647,9087
E02000035,Barnet 012,694,1406,670,352,298,250,241,152,257,4210,8530
E02000036,Barnet 013,754,1318,663,534,471,438,318,312,445,5990,11243
E02000037,Barnet 014,981,1512,625,523,286,310,273,215,257,5853,10835
E02000038,Barnet 015,907,1360,766,499,402,415,325,234,334,5479,10721
E02000039,Barnet 016,819,1014,476,302,199,221,165,145,191,3637,7169
E02000040,Barnet 017,883,1296,692,338,243,275,230,174,200,4808,9139
E02000041,Barnet 018,627,987,516,435,481,410,272,262,490,4976,9456
E02000042,Barnet 019,862,1608,835,482,450,333,309,250,441,5984,11554
E02000043,Barnet 020,844,1270,531,304,170,167,132,91,127,3934,7570
E02000044,Barnet 021,497,833,500,372,442,465,308,309,476,4644,8846
E02000045,Barnet 022,696,1178,712,464,457,457,354,246,406,5552,10522
E02000046,Barnet 023,595,1221,577,298,307,246,192,106,281,3140,6963
E02000047,Barnet 024,491,875,523,445,745,618,432,474,841,6952,12396
E02000048,Barnet 025,988,1454,684,452,293,354,225,176,211,5446,10283
E02000049,Barnet 026,469,957,522,392,446,583,334,380,568,5881,10532
E02000050,Barnet 027,737,1447,752,388,354,384,312,185,358,5461,10378
E02000051,Barnet 028,899,1315,687,338,257,260,200,110,275,4821,9162
E02000052,Barnet 029,844,1754,911,379,286,339,217,145,258,4719,9852
E02000054,Barnet 031,624,895,460,317,393,282,225,218,382,3835,7631
E02000055,Barnet 032,832,1312,689,465,558,536,372,307,708,5944,11723
E02000056,Barnet 033,1195,1439,647,278,151,249,122,57,124,4868,9130
E02000057,Barnet 034,587,974,375,352,312,264,218,157,301,4474,8014
E02000058,Barnet 035,1145,1493,620,425,189,309,210,113,253,5469,10226
E02000059,Barnet 036,766,1235,705,489,682,444,486,430,815,5574,11626
E02000060,Barnet 037,932,1220,496,635,299,363,304,118,308,6883,11558
E02000061,Barnet 038,941,1379,604,275,194,288,176,89,252,4149,8347
E02000062,Barnet 039,360,560,353,264,318,349,258,247,405,3840,6954
E02000063,Barnet 040,515,744,414,306,317,342,246,198,351,4152,7585
E02000064,Barnet 041,548,840,470,237,215,304,173,140,265,3482,6674
E02000065,Bexley 001,258,694,344,303,310,558,291,307,509,4488,8062
E02000066,Bexley 002,301,695,442,319,378,593,360,365,683,5292,9428
E02000067,Bexley 003,508,852,618,498,483,506,409,459,630,5268,10231
E02000068,Bexley 004,345,629,452,387,313,406,306,324,445,4570,8177
E02000069,Bexley 005,359,704,441,397,337,360,252,248,360,3752,7210
E02000070,Bexley 006,459,703,530,513,422,368,276,291,308,4243,8113
E02000071,Bexley 007,393,607,453,513,433,318,277,264,346,4065,7669
E02000072,Bexley 008,513,1125,678,559,518,716,531,464,735,7085,12924
E02000073,Bexley 009,709,1103,744,782,541,422,387,280,376,5382,10726
E02000074,Bexley 010,356,626,487,480,480,422,359,360,486,4807,8863
E02000075,Bexley 011,489,779,526,586,425,287,222,227,222,4227,7990
E02000077,Bexley 013,473,761,512,532,447,338,284,238,345,4210,8140
E02000078,Bexley 014,511,774,569,565,439,281,253,253,294,3992,7931
E02000079,Bexley 015,608,956,625,592,449,285,301,184,298,4472,8770
E02000080,Bexley 016,637,972,693,720,578,398,299,264,388,5116,10065
E02000081,Bexley 017,541,742,532,521,420,282,279,213,316,4460,8306
E02000082,Bexley 018,571,926,679,730,574,380,318,321,352,4485,9336
E02000083,Bexley 019,691,1076,764,689,599,448,436,407,520,5639,11269
E02000084,Bexley 020,819,1267,786,790,578,362,324,256,322,5611,11115
E02000085,Bexley 021,480,689,556,644,516,349,256,244,294,3935,7963
E02000086,Bexley 022,551,655,529,602,421,252,197,189,222,3560,7178
E02000087,Bexley 023,729,998,640,559,299,252,197,131,180,4222,8207
E02000088,Bexley 024,556,842,616,622,411,259,198,177,209,3863,7753
E02000089,Bexley 025,536,861,583,570,404,244,204,149,193,4123,7867
E02000090,Bexley 026,686,1110,831,655,414,335,247,164,279,4918,9639
E02000091,Bexley 027,722,1137,734,645,397,344,282,226,266,5411,10164
E02000092,Bexley 028,337,541,361,357,330,313,214,211,253,3835,6752
E02000093,Brent 001,668,1038,625,539,933,434,515,429,802,5895,11878
E02000094,Brent 002,566,1047,562,467,662,345,429,417,603,5361,10459
E02000095,Brent 003,618,920,512,524,795,352,403,354,634,5350,10462
E02000096,Brent 004,573,1071,395,432,317,217,229,166,278,3954,7632
E02000097,Brent 005,481,727,433,431,657,421,400,415,601,4971,9537
E02000098,Brent 006,491,837,422,371,434,301,298,295,432,4859,8740
E02000099,Brent 007,486,831,419,431,728,330,396,412,677,4851,9561
E02000100,Brent 008,631,1298,458,413,302,258,268,230,350,4111,8319
E02000101,Brent 009,519,848,414,386,444,419,374,341,546,5646,9937
E02000102,Brent 010,271,402,282,271,447,351,294,357,551,5104,8330
E02000103,Brent 011,494,715,451,379,426,483,400,351,558,5717,9974
E02000104,Brent 012,447,724,348,305,381,274,306,302,501,3918,7506
E02000105,Brent 013,468,750,426,377,504,437,496,423,731,5230,9842
E02000106,Brent 014,417,586,367,351,686,446,410,423,804,5866,10356
E02000107,Brent 015,700,1157,710,351,540,503,404,321,840,5414,10940
E02000108,Brent 016,348,608,347,319,326,291,374,327,572,3746,7258
E02000110,Brent 018,523,1034,645,293,334,306,253,197,387,4203,8175
E02000111,Brent 019,456,676,446,438,492,380,650,695,1073,5977,11283
E02000112,Brent 020,457,826,570,543,602,496,605,711,1274,5665,11749
E02000113,Brent 021,193,421,341,283,305,501,386,461,555,6184,9630
E02000114,Brent 022,620,972,787,339,466,407,356,233,618,4198,8996
E02000115,Brent 023,665,1337,818,327,274,287,214,176,336,4187,8621
E02000116,Brent 024,354,557,373,282,406,503,325,276,646,4828,8550
E02000117,Brent 025,390,683,564,440,487,644,446,538,828,7715,12735
E02000118,Brent 026,403,642,409,381,617,392,663,840,1302,5644,11293
E02000119,Brent 027,435,910,549,366,278,558,426,378,519,6205,10624
E02000120,Brent 028,785,1434,976,331,278,343,288,200,416,3966,9017
E02000121,Brent 029,504,795,513,436,604,415,676,809,1140,6347,12239
E02000122,Brent 030,867,1085,721,337,189,298,195,106,292,4086,8176
E02000123,Brent 031,599,944,820,529,549,814,468,449,1038,7368,13578
E02000124,Brent 032,1081,1487,1088,327,208,364,245,160,345,4651,9956
E02000125,Brent 033,869,1313,1055,369,325,403,258,241,394,4714,9941
E02000126,Brent 034,450,811,561,308,228,436,330,260,380,4432,8196
E02000127,Bromley 001,541,830,517,464,519,437,306,238,409,5069,9330
E02000128,Bromley 002,699,984,574,422,315,244,150,153,199,4049,7789
E02000130,Bromley 004,806,1354,900,374,261,261,242,112,246,3869,8425
E02000131,Bromley 005,935,1834,1253,489,363,419,301,215,432,4244,10485
E02000132,Bromley 006,951,1648,1037,503,327,352,252,155,308,4298,9831
E02000133,Bromley 007,1407,1614,880,502,192,201,195,99,117,5544,10751
E02000134,Bromley 008,999,1783,1053,628,401,405,287,221,370,5608,11755
E02000135,Bromley 009,504,1043,750,488,395,545,338,265,539,5007,9874
E02000136,Bromley 010,479,583,322,293,217,203,152,82,164,3247,5742
E02000137,Bromley 011,805,1366,670,447,265,232,167,118,183,4147,8400
E02000138,Bromley 012,897,1365,743,462,245,204,175,111,169,4129,8500
E02000139,Bromley 013,726,1273,720,385,285,258,188,108,198,3573,7714
E02000140,Bromley 014,422,625,447,402,483,437,316,283,400,4865,8680
E02000141,Bromley 015,596,1023,699,378,296,304,183,160,274,3318,7231
E02000142,Bromley 016,834,1333,739,465,305,239,191,112,199,4402,8819
E02000144,Bromley 018,899,1853,923,566,357,275,232,150,247,4561,10063
E02000145,Bromley 019,445,752,486,440,444,415,319,248,390,4887,8826
E02000146,Bromley 020,830,1524,884,576,362,322,266,176,215,4547,9702
E02000147,Bromley 021,804,1198,578,439,207,179,155,86,123,4421,8190
E02000148,Bromley 022,641,951,463,392,178,159,153,89,107,3593,6726
E02000149,Bromley 023,532,855,551,475,411,373,253,206,326,4184,8166
E02000150,Bromley 024,785,1098,660,515,302,270,213,135,193,4347,8518
E02000151,Bromley 025,783,1057,539,399,226,175,128,86,116,4034,7543
E02000152,Bromley 026,535,896,568,415,397,295,205,166,266,4221,7964
E02000153,Bromley 027,752,986,628,483,348,282,186,136,142,4163,8106
E02000154,Bromley 028,713,1295,612,414,287,261,241,168,236,4300,8527
E02000155,Bromley 029,415,737,437,408,361,287,211,183,244,3873,7156
E02000156,Bromley 030,1019,1579,962,700,478,346,298,165,237,6507,12291
E02000157,Bromley 031,687,1161,616,503,292,232,187,110,133,4448,8369
E02000158,Bromley 032,518,877,426,382,302,274,212,138,242,4417,7788
E02000159,Bromley 033,784,766,530,415,251,194,163,90,158,3766,7117
E02000160,Bromley 034,663,921,621,473,362,246,203,144,172,4303,8108
E02000161,Bromley 035,726,1212,636,521,306,246,212,122,165,4556,8702
E02000162,Bromley 036,527,768,487,392,273,227,161,122,195,3969,7121
E02000163,Bromley 037,742,974,586,426,311,211,167,113,160,4024,7714
E02000165,Bromley 039,509,628,599,454,516,355,240,180,240,3449,7170
E02000166,Camden 001,623,1269,786,243,146,238,131,86,147,4075,7744
E02000167,Camden 002,984,1528,811,162,70,123,74,35,40,3371,7198
E02000168,Camden 003,747,1539,988,240,176,238,153,79,179,3475,7814
E02000169,Camden 004,1084,1299,591,184,68,157,75,41,74,3603,7176
E02000170,Camden 005,927,1624,807,238,154,244,179,78,199,3468,7918
E02000171,Camden 006,687,1560,836,204,128,176,160,76,135,3429,7391
E02000172,Camden 007,607,1181,778,306,204,371,294,222,351,5685,9999
E02000173,Camden 008,1019,1670,706,208,67,169,132,42,105,3373,7491
E02000174,Camden 009,639,1378,817,268,162,273,215,114,209,4013,8088
E02000175,Camden 010,980,2036,1051,323,161,256,230,88,202,3755,9082
E02000176,Camden 011,849,1363,676,169,79,135,81,37,76,2451,5916
E02000177,Camden 012,546,1213,783,286,195,323,287,158,253,4446,8490
E02000178,Camden 013,727,1599,871,312,230,343,273,153,319,4076,8903
E02000179,Camden 014,585,959,567,152,75,160,141,86,129,2894,5748
E02000180,Camden 015,589,1335,852,253,171,249,206,139,263,3821,7878
E02000181,Camden 016,1046,1964,966,259,117,162,150,58,118,3235,8075
E02000182,Camden 017,804,1116,602,218,97,200,144,65,144,3725,7115
E02000183,Camden 018,823,1388,754,199,103,230,138,81,132,3744,7592
E02000184,Camden 019,478,1224,712,285,200,303,292,156,295,4961,8906
E02000185,Camden 020,496,1038,648,286,231,325,301,217,366,4978,8886
E02000186,Camden 021,588,1039,621,186,101,187,161,89,139,3114,6225
E02000187,Camden 022,389,947,498,279,204,357,336,230,366,6177,9783
E02000188,Camden 023,249,690,400,216,139,275,245,209,267,4489,7179
E02000191,Camden 026,373,911,357,126,64,95,89,37,91,3194,5337
E02000192,Camden 027,433,1042,542,216,135,208,224,139,208,3512,6659
E02000193,Camden 028,517,1024,502,165,88,174,155,66,133,3137,5961
E02000194,Croydon 001,769,1421,970,439,283,358,240,187,337,4207,9211
E02000195,Croydon 002,740,1185,689,450,350,324,306,186,354,5065,9649
E02000196,Croydon 003,433,748,485,377,405,346,289,264,406,4160,7913
E02000197,Croydon 004,500,887,577,437,486,428,337,303,502,4567,9024
E02000198,Croydon 005,402,789,523,409,469,562,322,287,504,4621,8888
E02000199,Croydon 006,462,906,575,420,386,477,297,290,436,4164,8413
E02000200,Croydon 007,583,1213,833,428,321,446,268,232,410,4313,9047
E02000201,Croydon 008,454,861,624,386,361,495,291,247,471,4499,8689
E02000202,Croydon 009,386,757,462,450,370,452,414,383,447,4809,8930
E02000203,Croydon 010,337,643,470,352,349,482,314,251,520,4248,7966
E02000204,Croydon 011,379,788,474,511,347,443,471,339,589,5315,9656
E02000206,Croydon 013,505,947,685,457,477,593,396,374,674,5710,10818
E02000207,Croydon 014,437,914,629,448,373,504,313,290,453,4539,8900
E02000208,Croydon 015,392,873,513,419,392,635,442,408,639,6151,10864
E02000209,Croydon 016,378,670,419,429,370,473,616,369,509,4834,9067
E02000210,Croydon 017,511,1073,667,460,438,439,277,256,464,4133,8718
E02000211,Croydon 018,571,927,594,570,392,319,269,203,235,4194,8274
E02000212,Croydon 019,310,678,430,418,351,536,561,365,575,5237,9461
E02000213,Croydon 020,553,1241,731,508,463,759,605,364,772,6801,12797
E02000214,Croydon 021,449,825,473,372,241,214,212,135,175,3141,6237
E02000215,Croydon 022,779,1547,919,513,555,570,400,308,664,5565,11820
E02000216,Croydon 023,558,1262,437,308,213,214,170,115,191,3694,7162
E02000217,Croydon 024,688,1350,810,599,566,608,520,394,670,5722,11927
E02000218,Croydon 025,341,534,367,333,259,321,231,155,254,3876,6671
E02000219,Croydon 026,618,929,516,474,320,253,207,178,156,3982,7633
E02000221,Croydon 028,541,1066,627,535,445,557,446,300,471,5870,10858
E02000222,Croydon 029,730,1260,702,450,303,322,242,211,276,3856,8352
E02000223,Croydon 030,240,400,290,259,315,539,344,296,522,5328,8533
E02000224,Croydon 031,607,1065,742,460,329,352,279,219,300,3698,8051
E02000225,Croydon 032,260,453,347,354,428,486,294,304,459,4115,7500
E02000226,Croydon 033,573,921,532,415,301,273,194,145,198,4063,7615
E02000227,Croydon 034,592,1092,869,699,570,616,436,386,461,5958,11679
E02000228,Croydon 035,800,1161,549,399,193,190,159,92,115,4300,7958
E02000229,Croydon 036,214,366,260,198,337,359,214,228,365,3694,6235
E02000230,Croydon 037,900,1520,789,566,313,316,235,191,252,5421,10503
E02000231,Croydon 038,908,1170,555,389,201,229,170,87,146,4075,7930
E02000232,Croydon 039,486,650,425,362,288,218,177,122,172,3296,6196
E02000233,Croydon 040,508,862,512,361,238,249,168,109,167,3189,6363
E02000234,Croydon 041,767,1219,757,489,330,342,245,175,240,4884,9448
E02000235,Croydon 042,654,888,582,375,248,220,207,119,160,3439,6892
E02000236,Croydon 043,793,1287,763,483,385,340,213,171,225,4467,9127
E02000237,Croydon 044,532,814,529,419,347,308,197,165,199,4091,7601
E02000238,Ealing 001,586,979,610,512,678,454,514,463,712,5199,10707
E02000239,Ealing 002,526,870,504,435,606,304,367,360,614,4457,9043
E02000240,Ealing 003,459,795,479,437,595,543,436,441,742,6283,11210
E02000241,Ealing 004,372,657,393,343,412,307,311,296,487,3816,7394
E02000242,Ealing 005,370,508,324,332,445,217,349,318,423,3599,6885
E02000243,Ealing 006,477,723,459,397,592,315,293,360,541,4565,8722
E02000244,Ealing 007,443,728,435,323,562,285,254,330,409,4118,7887
E02000245,Ealing 008,312,620,415,384,429,455,372,401,536,5384,9308
E02000246,Ealing 009,401,576,406,361,443,418,433,444,588,5391,9461
E02000247,Ealing 010,486,785,488,460,560,456,410,504,671,6333,11153
E02000248,Ealing 011,587,847,448,301,421,249,216,237,409,4002,7717
E02000249,Ealing 012,430,624,426,347,529,344,304,343,519,4514,8380
E02000250,Ealing 013,673,1144,503,228,149,143,110,78,139,3315,6482
E02000251,Ealing 014,390,622,400,346,464,271,447,373,539,4463,8315
E02000252,Ealing 015,589,1220,747,422,548,484,414,343,645,6829,12241
E02000253,Ealing 016,458,838,577,388,439,459,302,312,473,6098,10344
E02000254,Ealing 017,377,513,421,333,390,287,433,477,770,5207,9208
E02000255,Ealing 018,765,1320,756,386,277,315,262,210,295,5276,9862
E02000256,Ealing 019,948,1683,948,361,280,274,222,177,304,3986,9183
E02000258,Ealing 021,600,796,543,289,301,249,193,137,278,3514,6900
E02000259,Ealing 022,464,893,513,254,346,241,194,125,281,3272,6583
E02000260,Ealing 023,295,480,299,318,306,286,482,468,875,6025,9834
E02000261,Ealing 024,938,1611,944,500,578,481,449,371,639,6143,12654
E02000262,Ealing 025,721,1249,866,353,359,397,274,225,443,4461,9348
E02000263,Ealing 026,393,618,405,405,454,390,732,708,1421,8181,13707
E02000264,Ealing 027,882,1404,841,343,297,249,211,114,318,3834,8493
E02000265,Ealing 028,816,1581,921,467,396,398,276,216,464,5698,11233
E02000266,Ealing 029,538,1017,639,470,420,561,552,527,741,7650,13115
E02000267,Ealing 030,586,1106,689,334,455,325,202,181,312,3962,8152
E02000268,Ealing 031,977,1472,822,345,318,279,221,159,281,4378,9252
E02000269,Ealing 032,898,1487,808,333,231,216,134,111,211,3737,8166
E02000270,Ealing 033,764,1417,914,373,318,343,310,212,410,4548,9609
E02000271,Ealing 034,981,1160,711,243,140,184,111,78,121,3221,6950
E02000272,Ealing 035,618,1056,578,294,207,153,141,130,169,3367,6713
E02000275,Ealing 038,375,495,343,278,233,240,379,352,696,4779,8170
E02000276,Ealing 039,650,1125,644,290,237,242,160,97,217,3098,6760
E02000277,Enfield 001,288,470,353,304,348,345,280,287,413,4436,7524
E02000278,Enfield 002,327,475,360,322,393,484,360,319,484,5902,9426
E02000279,Enfield 003,537,908,563,468,514,585,433,407,715,7190,12320
E02000280,Enfield 004,631,918,565,451,360,302,258,181,297,4670,8633
E02000281,Enfield 005,503,794,563,454,434,426,333,276,456,5414,9653
E02000282,Enfield 006,333,463,301,307,348,502,369,293,558,6477,9951
E02000283,Enfield 007,323,512,351,329,452,403,351,303,466,5048,8538
E02000284,Enfield 008,618,1178,621,428,358,316,227,182,305,4508,8741
E02000285,Enfield 009,442,792,477,392,304,267,191,158,208,3414,6645
E02000286,Enfield 010,713,1193,656,449,318,303,208,132,219,4496,8687
E02000287,Enfield 011,866,957,488,368,188,190,159,89,121,3931,7357
E02000288,Enfield 012,434,650,496,397,500,686,542,456,734,7888,12783
E02000289,Enfield 013,587,872,474,391,198,234,162,126,155,3575,6774
E02000290,Enfield 014,209,400,259,198,244,338,268,235,385,4148,6684
E02000291,Enfield 015,632,1119,627,410,449,423,287,252,413,5550,10162
E02000292,Enfield 016,499,1000,580,457,477,431,318,286,423,5362,9833
E02000293,Enfield 017,611,840,425,303,195,186,138,87,132,3480,6397
E02000294,Enfield 018,336,526,367,370,423,423,344,342,541,5698,9370
E02000295,Enfield 019,655,1063,592,430,337,276,189,160,273,4715,8690
E02000296,Enfield 020,722,1119,627,459,486,394,262,253,456,5565,10343
E02000297,Enfield 021,725,1029,634,515,406,370,277,232,316,4892,9396
E02000298,Enfield 022,981,1164,667,430,273,204,188,103,148,4094,8252
E02000299,Enfield 023,278,463,321,322,419,493,348,337,710,5802,9493
E02000300,Enfield 024,300,521,345,349,467,441,323,320,539,5250,8855
E02000301,Enfield 025,266,548,382,325,415,535,400,383,717,6249,10220
E02000302,Enfield 026,555,920,533,375,448,337,261,255,343,4643,8670
E02000303,Enfield 027,271,480,304,286,380,372,314,306,502,5152,8367
E02000304,Enfield 028,772,1238,572,341,275,236,164,92,181,4170,8041
E02000305,Enfield 029,788,1207,670,384,444,274,269,205,438,4195,8874
E02000306,Enfield 030,222,483,323,254,351,481,333,293,553,5842,9135
E02000307,Enfield 031,447,716,484,469,521,452,365,380,631,5647,10112
E02000308,Enfield 032,540,969,626,419,437,326,286,238,514,4404,8759
E02000309,Enfield 033,371,655,402,414,552,570,459,476,826,7068,11793
E02000311,Enfield 035,482,846,562,412,606,433,379,353,660,5811,10544
E02000312,Enfield 036,772,1376,826,499,658,481,328,291,670,5401,11302
E02000313,Greenwich 001,186,399,278,222,235,439,247,295,502,3685,6488
E02000314,Greenwich 002,552,1211,715,499,487,819,479,425,866,8053,14106
E02000315,Greenwich 003,363,680,396,317,439,604,373,360,643,5693,9868
E02000317,Greenwich 005,281,624,427,208,270,458,297,219,490,4287,7561
E02000318,Greenwich 006,392,676,449,365,521,622,486,363,1097,6093,11064
E02000319,Greenwich 007,507,908,665,407,454,598,426,350,805,5500,10620
E02000320,Greenwich 008,274,616,378,298,337,381,250,259,488,3758,7039
E02000321,Greenwich 009,277,508,439,253,297,529,269,271,617,4258,7718
E02000323,Greenwich 011,560,1289,790,381,502,748,497,380,984,6730,12861
E02000324,Greenwich 012,363,750,456,280,311,361,292,205,481,4369,7868
E02000326,Greenwich 014,673,1228,749,340,280,312,245,172,343,3456,7798
E02000327,Greenwich 015,292,623,611,228,225,350,212,153,350,3584,6628
E02000328,Greenwich 016,651,1213,670,226,149,195,122,76,184,3027,6513
E02000329,Greenwich 017,342,576,424,279,301,296,221,177,352,3364,6332
E02000331,Greenwich 019,453,911,532,327,339,409,274,216,400,4375,8236
E02000332,Greenwich 020,533,938,589,342,302,297,197,201,298,3754,7451
E02000333,Greenwich 021,677,1144,638,246,134,146,139,35,159,2923,6241
E02000334,Greenwich 022,454,844,428,276,242,299,192,145,306,3456,6642
E02000335,Greenwich 023,543,818,489,408,268,228,172,169,204,3375,6674
E02000337,Greenwich 025,430,680,486,368,459,397,269,274,489,4620,8472
E02000339,Greenwich 027,499,802,496,299,228,216,144,130,162,3316,6292
E02000340,Greenwich 028,531,803,501,387,293,250,174,143,268,3516,6866
E02000341,Greenwich 029,384,567,366,337,378,447,267,267,418,4565,7996
E02000342,Greenwich 030,385,629,404,321,293,268,190,142,264,3451,6347
E02000343,Greenwich 031,441,678,380,345,365,281,214,185,317,3837,7043
E02000344,Greenwich 032,467,698,445,400,312,281,158,149,190,3330,6430
E02000345,Hackney 001,464,772,319,633,151,283,196,117,289,4979,8203
E02000346,Hackney 002,561,1424,818,287,240,370,248,180,414,4857,9399
E02000347,Hackney 003,433,885,439,405,145,332,150,134,298,4929,8150
E02000348,Hackney 004,324,718,330,463,154,350,212,128,296,5131,8106
E02000350,Hackney 006,733,1673,1116,472,281,362,282,186,360,4775,10240
E02000351,Hackney 007,820,2048,1164,296,257,275,266,132,300,3729,9287
E02000352,Hackney 008,531,1077,730,238,193,225,135,106,190,3324,6749
E02000353,Hackney 009,730,1481,1057,269,236,224,189,107,222,3248,7763
E02000354,Hackney 010,615,1280,1117,317,281,408,274,217,432,4668,9609
E02000355,Hackney 011,655,1279,1136,245,214,284,220,157,309,3695,8194
E02000356,Hackney 012,712,1510,1035,233,172,188,180,61,190,2753,7034
E02000357,Hackney 013,264,600,440,220,197,362,194,174,432,3962,6845
E02000358,Hackney 014,865,1942,1489,347,337,415,346,169,415,4761,11086
E02000359,Hackney 015,491,921,833,191,165,223,198,104,254,3317,6697
E02000360,Hackney 016,627,1421,1000,327,269,480,446,294,623,6024,11511
E02000361,Hackney 017,611,1486,1075,292,247,320,234,138,419,3237,8059
E02000362,Hackney 018,404,904,822,249,207,289,179,157,327,3423,6961
E02000363,Hackney 019,510,1126,877,392,284,605,391,217,706,6774,11882
E02000364,Hackney 020,809,1626,1214,284,233,328,238,114,317,4054,9217
E02000366,Hackney 022,602,1065,869,250,210,368,205,162,333,4264,8328
E02000367,Hackney 023,1033,2061,1481,351,263,363,275,156,409,4032,10424
E02000368,Hackney 024,562,1345,971,309,250,403,285,226,463,5108,9922
E02000369,Hackney 025,1112,2493,1585,413,336,456,423,258,507,5874,13457
E02000370,Hackney 026,688,1525,933,304,184,355,260,146,415,4053,8863
E02000372,Hammersmith and Fulham 001,495,1318,597,365,379,421,304,213,522,5369,9983
E02000373,Hammersmith and Fulham 002,269,490,389,244,191,413,282,219,444,4094,7035
E02000374,Hammersmith and Fulham 003,476,846,586,285,253,284,200,133,279,3574,6916
E02000375,Hammersmith and Fulham 004,605,1027,705,298,223,320,267,154,326,3562,7487
E02000376,Hammersmith and Fulham 005,601,1092,724,293,237,289,222,147,295,2803,6703
E02000377,Hammersmith and Fulham 006,675,1039,814,304,260,388,243,148,297,3627,7795
E02000378,Hammersmith and Fulham 007,649,1164,712,249,166,245,250,84,213,2701,6433
E02000379,Hammersmith and Fulham 008,713,1161,769,250,193,249,165,95,168,3623,7386
E02000380,Hammersmith and Fulham 009,636,1002,579,209,139,157,123,46,139,2479,5509
E02000381,Hammersmith and Fulham 010,907,1296,821,268,129,233,185,82,208,3499,7628
E02000382,Hammersmith and Fulham 011,668,1083,667,236,144,187,142,48,153,2866,6194
E02000383,Hammersmith and Fulham 012,738,1468,845,337,185,330,248,104,295,3912,8462
E02000384,Hammersmith and Fulham 013,676,1256,778,310,233,348,256,143,326,3939,8265
E02000385,Hammersmith and Fulham 014,596,1297,778,231,120,166,133,83,176,2034,5614
E02000386,Hammersmith and Fulham 015,510,965,630,300,246,373,267,192,345,3753,7581
E02000387,Hammersmith and Fulham 016,463,1017,537,237,163,278,188,102,232,2806,6023
E02000388,Hammersmith and Fulham 017,1013,1620,1048,317,187,294,208,115,225,3631,8658
E02000389,Hammersmith and Fulham 018,1064,1525,942,287,172,257,199,71,175,3952,8644
E02000390,Hammersmith and Fulham 019,707,1103,719,208,151,208,177,70,188,2666,6197
E02000391,Hammersmith and Fulham 020,1068,1249,826,255,90,220,149,60,149,3521,7587
E02000392,Hammersmith and Fulham 021,1140,1601,1042,340,163,303,236,114,217,4073,9229
E02000393,Hammersmith and Fulham 022,876,1191,735,238,75,127,119,39,108,2469,5977
E02000394,Hammersmith and Fulham 023,1175,1509,992,385,180,308,198,101,218,4216,9282
E02000395,Hammersmith and Fulham 024,769,1042,663,195,97,168,85,48,111,2498,5676
